"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process",14,0.829940230087624,2.17095380175876,8.49039477602162e-05,0.00328437789285383,0.00281298577395643,448,"tags=52%, list=3%, signal=51%","ENSG00000213931/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000213931/ENSG00000244734/ENSG00000244734/ENSG00000188536/ENSG00000213931/ENSG00000167419/ENSG00000244734"
"GO:0015874","GO:0015874","norepinephrine transport",16,0.792872383122782,2.17044037803463,0.000165519699728719,0.0054268257648861,0.00464793765284432,1598,"tags=45%, list=11%, signal=40%","ENSG00000274286/ENSG00000128271/ENSG00000169313/ENSG00000184160/ENSG00000150594/ENSG00000103546/ENSG00000112499/ENSG00000150594/ENSG00000142319"
"GO:0045047","GO:0045047","protein targeting to ER",90,0.585451975551244,2.1631574587408,1.2172029651955e-06,0.000168694367008545,0.000144482416464353,3390,"tags=66%, list=24%, signal=51%","ENSG00000158552/ENSG00000233927/ENSG00000162244/ENSG00000231500/ENSG00000167526/ENSG00000164587/ENSG00000125691/ENSG00000182899/ENSG00000197756/ENSG00000174748/ENSG00000156482/ENSG00000171858/ENSG00000063177/ENSG00000145592/ENSG00000083845/ENSG00000142534/ENSG00000134419/ENSG00000109475/ENSG00000147604/ENSG00000182774/ENSG00000148303/ENSG00000105640/ENSG00000137154/ENSG00000112306/ENSG00000221983/ENSG00000108107/ENSG00000114391/ENSG00000161016/ENSG00000136942/ENSG00000142937/ENSG00000188846/ENSG00000198918/ENSG00000198242/ENSG00000110700/ENSG00000118181/ENSG00000166441/ENSG00000008988/ENSG00000170889/ENSG00000171863/ENSG00000108298/ENSG00000122406/ENSG00000105372/ENSG00000149273/ENSG00000131469/ENSG00000198755/ENSG00000145425/ENSG00000163682/ENSG00000142541/ENSG00000142676/ENSG00000089009/ENSG00000174444/ENSG00000122026/ENSG00000115268/ENSG00000130255/ENSG00000197958/ENSG00000172809/ENSG00000105193/ENSG00000051108/ENSG00000065308/ENSG00000129128/ENSG00000168028/ENSG00000058262"
"GO:0000070","GO:0000070","mitotic sister chromatid segregation",118,-0.710831658354339,-2.14033956803784,1e-10,6.72125e-08,5.75657894736842e-08,1276,"tags=36%, list=9%, signal=33%","ENSG00000138411/ENSG00000143228/ENSG00000112941/ENSG00000146670/ENSG00000124688/ENSG00000100918/ENSG00000164109/ENSG00000136982/ENSG00000161800/ENSG00000129810/ENSG00000161800/ENSG00000112029/ENSG00000198901/ENSG00000178999/ENSG00000155657/ENSG00000010292/ENSG00000040275/ENSG00000178295/ENSG00000149503/ENSG00000167842/ENSG00000237649/ENSG00000077935/ENSG00000128789/ENSG00000121152/ENSG00000128944/ENSG00000136824/ENSG00000121621/ENSG00000137807/ENSG00000013810/ENSG00000177602/ENSG00000175063/ENSG00000109805/ENSG00000198901/ENSG00000137807/ENSG00000168802/ENSG00000112742/ENSG00000117650/ENSG00000118193/ENSG00000146918/ENSG00000138778/ENSG00000169679/ENSG00000117724/ENSG00000126787/ENSG00000090889/ENSG00000166851/ENSG00000123219/ENSG00000134057/ENSG00000080986/ENSG00000134690"
"GO:0000819","GO:0000819","sister chromatid segregation",144,-0.692825553149307,-2.12318305749905,1e-10,6.72125e-08,5.75657894736842e-08,910,"tags=30%, list=6%, signal=29%","ENSG00000146670/ENSG00000124688/ENSG00000100918/ENSG00000164109/ENSG00000136982/ENSG00000161800/ENSG00000129810/ENSG00000161800/ENSG00000112029/ENSG00000198901/ENSG00000178999/ENSG00000155657/ENSG00000013573/ENSG00000010292/ENSG00000040275/ENSG00000178295/ENSG00000149503/ENSG00000167842/ENSG00000237649/ENSG00000077935/ENSG00000128789/ENSG00000121152/ENSG00000128944/ENSG00000136824/ENSG00000171320/ENSG00000121621/ENSG00000137807/ENSG00000013810/ENSG00000177602/ENSG00000175063/ENSG00000109805/ENSG00000198901/ENSG00000137807/ENSG00000131747/ENSG00000168802/ENSG00000112742/ENSG00000066923/ENSG00000117650/ENSG00000118193/ENSG00000146918/ENSG00000138778/ENSG00000169679/ENSG00000117724/ENSG00000126787/ENSG00000090889/ENSG00000166851/ENSG00000123219/ENSG00000134057/ENSG00000080986/ENSG00000134690"
"GO:0098869","GO:0098869","cellular oxidant detoxification",57,0.610359976779448,2.1200783496798,7.29945505669429e-05,0.00299822002727872,0.00256789887128303,448,"tags=21%, list=3%, signal=21%","ENSG00000213931/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000213931/ENSG00000244734/ENSG00000244734/ENSG00000188536/ENSG00000213931/ENSG00000095303/ENSG00000167210/ENSG00000080546/ENSG00000167419/ENSG00000164938/ENSG00000244734"
"GO:0090383","GO:0090383","phagosome acidification",21,0.731248685904578,2.11651417188368,0.00228391189564048,0.0405300140688411,0.0347129218114542,3285,"tags=68%, list=23%, signal=52%","ENSG00000179331/ENSG00000110719/ENSG00000123892/ENSG00000113732/ENSG00000033627/ENSG00000047249/ENSG00000131100/ENSG00000159720/ENSG00000114573/ENSG00000100554/ENSG00000117410/ENSG00000147416/ENSG00000136888/ENSG00000114573/ENSG00000143882/ENSG00000128524/ENSG00000171130/ENSG00000155097/ENSG00000123892"
"GO:0060326","GO:0060326","cell chemotaxis",170,0.511122935755911,2.10464194377227,1.0681902624904e-08,3.70413078163682e-06,3.17249340165443e-06,2141,"tags=32%, list=15%, signal=27%","ENSG00000160683/ENSG00000137801/ENSG00000141655/ENSG00000133789/ENSG00000113721/ENSG00000150455/ENSG00000174600/ENSG00000119630/ENSG00000162692/ENSG00000134830/ENSG00000154928/ENSG00000100600/ENSG00000099250/ENSG00000127129/ENSG00000179388/ENSG00000169508/ENSG00000146242/ENSG00000145147/ENSG00000198121/ENSG00000183087/ENSG00000182578/ENSG00000138135/ENSG00000173585/ENSG00000148400/ENSG00000110934/ENSG00000089060/ENSG00000136160/ENSG00000129048/ENSG00000141968/ENSG00000015413/ENSG00000107562/ENSG00000170962/ENSG00000166923/ENSG00000121966/ENSG00000166923/ENSG00000165025/ENSG00000019991/ENSG00000062598/ENSG00000129422/ENSG00000123358/ENSG00000057593/ENSG00000129048/ENSG00000177105/ENSG00000167207/ENSG00000151651/ENSG00000186810/ENSG00000128340/ENSG00000157404/ENSG00000172817/ENSG00000184588/ENSG00000120129/ENSG00000204472/ENSG00000164251/ENSG00000182578/ENSG00000124126/ENSG00000135046/ENSG00000128052/ENSG00000179934/ENSG00000099250/ENSG00000100311/ENSG00000127129/ENSG00000160255/ENSG00000128512/ENSG00000173585/ENSG00000133789/ENSG00000213949/ENSG00000148400/ENSG00000065675/ENSG00000121966/ENSG00000126353/ENSG00000271447"
"GO:0019377","GO:0019377","glycolipid catabolic process",13,0.835994725596229,2.09627913700843,0.000140003872635611,0.00473459637208605,0.00405506085919099,1567,"tags=50%, list=11%, signal=45%","ENSG00000162139/ENSG00000177628/ENSG00000198951/ENSG00000102393/ENSG00000049860/ENSG00000196743/ENSG00000162139/ENSG00000204386/ENSG00000266200/ENSG00000204386"
"GO:0048753","GO:0048753","pigment granule organization",24,0.708839469926833,2.09192712444416,0.000766502885164871,0.0172447113536883,0.0147696548011289,3323,"tags=73%, list=23%, signal=56%","ENSG00000169554/ENSG00000104164/ENSG00000101850/ENSG00000189114/ENSG00000123892/ENSG00000107165/ENSG00000143553/ENSG00000118508/ENSG00000186222/ENSG00000065000/ENSG00000196072/ENSG00000188428/ENSG00000100099/ENSG00000171791/ENSG00000132842/ENSG00000137177/ENSG00000123892/ENSG00000107521/ENSG00000047579"
"GO:0002685","GO:0002685","regulation of leukocyte migration",119,0.534171332356518,2.09172132992207,2.1325314341882e-07,4.41023904678075e-05,3.77725709496898e-05,1506,"tags=25%, list=11%, signal=22%","ENSG00000137801/ENSG00000007908/ENSG00000112175/ENSG00000133789/ENSG00000150455/ENSG00000100292/ENSG00000174600/ENSG00000115232/ENSG00000119630/ENSG00000134830/ENSG00000122592/ENSG00000100600/ENSG00000127129/ENSG00000130300/ENSG00000169313/ENSG00000145147/ENSG00000183087/ENSG00000110080/ENSG00000182578/ENSG00000089060/ENSG00000107562/ENSG00000170962/ENSG00000166923/ENSG00000166923/ENSG00000171522/ENSG00000154721/ENSG00000129422/ENSG00000057593/ENSG00000177105/ENSG00000110651/ENSG00000189058/ENSG00000167207/ENSG00000151651/ENSG00000110651/ENSG00000186810/ENSG00000128340/ENSG00000157227/ENSG00000120129/ENSG00000204472/ENSG00000164251/ENSG00000182578"
"GO:0031069","GO:0031069","hair follicle morphogenesis",20,0.743361231297454,2.08895146434183,0.0010879902606557,0.0232147763156575,0.0198828629505793,2718,"tags=54%, list=19%, signal=44%","ENSG00000171243/ENSG00000178919/ENSG00000124216/ENSG00000164379/ENSG00000148400/ENSG00000164690/ENSG00000070193/ENSG00000134363/ENSG00000165240/ENSG00000124216/ENSG00000148400/ENSG00000064300/ENSG00000163472/ENSG00000171791"
"GO:0046479","GO:0046479","glycosphingolipid catabolic process",11,0.873754347365704,2.08395027650539,0.000532575643253698,0.0128415212276912,0.0109984349267639,1567,"tags=50%, list=11%, signal=45%","ENSG00000162139/ENSG00000177628/ENSG00000198951/ENSG00000102393/ENSG00000049860/ENSG00000196743/ENSG00000162139/ENSG00000204386/ENSG00000204386"
"GO:0048730","GO:0048730","epidermis morphogenesis",22,0.709956240947376,2.08236654768287,0.000480562779105656,0.0117990231198681,0.0101055619254374,2865,"tags=54%, list=20%, signal=43%","ENSG00000171243/ENSG00000178919/ENSG00000124216/ENSG00000164379/ENSG00000148400/ENSG00000164690/ENSG00000070193/ENSG00000134363/ENSG00000165240/ENSG00000124216/ENSG00000148400/ENSG00000064300/ENSG00000163472/ENSG00000171791/ENSG00000136826"
"GO:0032438","GO:0032438","melanosome organization",23,0.706980611266619,2.0811813673102,0.00202433684511547,0.0370233306672989,0.0317095370475481,3323,"tags=72%, list=23%, signal=55%","ENSG00000169554/ENSG00000104164/ENSG00000101850/ENSG00000189114/ENSG00000123892/ENSG00000107165/ENSG00000143553/ENSG00000118508/ENSG00000186222/ENSG00000065000/ENSG00000196072/ENSG00000188428/ENSG00000100099/ENSG00000132842/ENSG00000137177/ENSG00000123892/ENSG00000107521/ENSG00000047579"
"GO:0016126","GO:0016126","sterol biosynthetic process",65,-0.733197727874941,-2.07864380675631,1.85613641559681e-08,5.87085029803767e-06,5.02823332398516e-06,1949,"tags=54%, list=14%, signal=47%","ENSG00000205808/ENSG00000278540/ENSG00000111684/ENSG00000132196/ENSG00000172893/ENSG00000015520/ENSG00000198911/ENSG00000170522/ENSG00000170271/ENSG00000118137/ENSG00000143815/ENSG00000099194/ENSG00000099194/ENSG00000100003/ENSG00000109929/ENSG00000130203/ENSG00000132196/ENSG00000001626/ENSG00000148377/ENSG00000167910/ENSG00000167508/ENSG00000166394/ENSG00000084674/ENSG00000099194/ENSG00000169710/ENSG00000079459/ENSG00000147383/ENSG00000116133/ENSG00000147155/ENSG00000160752/ENSG00000110921/ENSG00000149809/ENSG00000084674/ENSG00000001630/ENSG00000112972/ENSG00000052802/ENSG00000113161/ENSG00000133935/ENSG00000205808/ENSG00000160285/ENSG00000104549"
"GO:0048243","GO:0048243","norepinephrine secretion",12,0.847542793977626,2.07856354781331,0.000152980002826658,0.00510915201986919,0.00437585820442385,757,"tags=33%, list=5%, signal=32%","ENSG00000274286/ENSG00000128271/ENSG00000169313/ENSG00000184160/ENSG00000150594"
"GO:1990748","GO:1990748","cellular detoxification",62,0.592664387372613,2.0730529340335,3.67027515703015e-05,0.00184932173271592,0.00158389682774236,448,"tags=20%, list=3%, signal=19%","ENSG00000213931/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000213931/ENSG00000244734/ENSG00000244734/ENSG00000188536/ENSG00000213931/ENSG00000095303/ENSG00000167210/ENSG00000080546/ENSG00000167419/ENSG00000164938/ENSG00000244734"
"GO:0006695","GO:0006695","cholesterol biosynthetic process",60,-0.742331071816724,-2.06602243054393,2.64813286997497e-08,7.49421602202917e-06,6.41860460173989e-06,1949,"tags=54%, list=14%, signal=47%","ENSG00000205808/ENSG00000278540/ENSG00000111684/ENSG00000132196/ENSG00000172893/ENSG00000015520/ENSG00000198911/ENSG00000170522/ENSG00000118137/ENSG00000143815/ENSG00000099194/ENSG00000099194/ENSG00000100003/ENSG00000109929/ENSG00000130203/ENSG00000132196/ENSG00000001626/ENSG00000148377/ENSG00000167910/ENSG00000167508/ENSG00000084674/ENSG00000099194/ENSG00000169710/ENSG00000079459/ENSG00000147383/ENSG00000116133/ENSG00000147155/ENSG00000160752/ENSG00000110921/ENSG00000149809/ENSG00000084674/ENSG00000001630/ENSG00000112972/ENSG00000052802/ENSG00000113161/ENSG00000205808/ENSG00000160285/ENSG00000104549"
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process",60,-0.742331071816724,-2.06602243054393,2.64813286997497e-08,7.49421602202917e-06,6.41860460173989e-06,1949,"tags=54%, list=14%, signal=47%","ENSG00000205808/ENSG00000278540/ENSG00000111684/ENSG00000132196/ENSG00000172893/ENSG00000015520/ENSG00000198911/ENSG00000170522/ENSG00000118137/ENSG00000143815/ENSG00000099194/ENSG00000099194/ENSG00000100003/ENSG00000109929/ENSG00000130203/ENSG00000132196/ENSG00000001626/ENSG00000148377/ENSG00000167910/ENSG00000167508/ENSG00000084674/ENSG00000099194/ENSG00000169710/ENSG00000079459/ENSG00000147383/ENSG00000116133/ENSG00000147155/ENSG00000160752/ENSG00000110921/ENSG00000149809/ENSG00000084674/ENSG00000001630/ENSG00000112972/ENSG00000052802/ENSG00000113161/ENSG00000205808/ENSG00000160285/ENSG00000104549"
"GO:0002691","GO:0002691","regulation of cellular extravasation",19,0.734432880431735,2.06009456854491,0.00047184754824702,0.0117459456802048,0.010060102454097,1231,"tags=31%, list=9%, signal=28%","ENSG00000007908/ENSG00000115232/ENSG00000130300/ENSG00000110080/ENSG00000107562/ENSG00000170962/ENSG00000171522/ENSG00000151651"
"GO:0045123","GO:0045123","cellular extravasation",39,0.628942646449487,2.05951619711792,0.00103401566774801,0.0222396089819242,0.0190476570374633,2661,"tags=41%, list=19%, signal=33%","ENSG00000007908/ENSG00000075340/ENSG00000261371/ENSG00000115232/ENSG00000147573/ENSG00000162692/ENSG00000130300/ENSG00000110080/ENSG00000196415/ENSG00000107562/ENSG00000170962/ENSG00000171522/ENSG00000154721/ENSG00000151651/ENSG00000196415/ENSG00000261371/ENSG00000160255/ENSG00000213949/ENSG00000172232/ENSG00000158769/ENSG00000113384/ENSG00000107562"
"GO:0002224","GO:0002224","toll-like receptor signaling pathway",97,0.538455812242561,2.0593960787628,1.59015334735619e-05,0.00109618648060695,0.0009388557212798,2142,"tags=27%, list=15%, signal=23%","ENSG00000196664/ENSG00000143954/ENSG00000150455/ENSG00000158270/ENSG00000100600/ENSG00000120280/ENSG00000135047/ENSG00000162676/ENSG00000131378/ENSG00000135047/ENSG00000010671/ENSG00000134321/ENSG00000131378/ENSG00000174130/ENSG00000139370/ENSG00000197329/ENSG00000167207/ENSG00000137265/ENSG00000164733/ENSG00000110057/ENSG00000164251/ENSG00000162676/ENSG00000114738/ENSG00000160255/ENSG00000104312/ENSG00000025434/ENSG00000171132/ENSG00000126368/ENSG00000101916/ENSG00000152223"
"GO:0098813","GO:0098813","nuclear chromosome segregation",182,-0.656057401464532,-2.05786779079599,1e-10,6.72125e-08,5.75657894736842e-08,1375,"tags=30%, list=10%, signal=27%","ENSG00000143452/ENSG00000054796/ENSG00000138411/ENSG00000198765/ENSG00000143228/ENSG00000112941/ENSG00000136492/ENSG00000146670/ENSG00000124688/ENSG00000154920/ENSG00000100918/ENSG00000164109/ENSG00000136982/ENSG00000161800/ENSG00000129810/ENSG00000100814/ENSG00000161800/ENSG00000112029/ENSG00000198901/ENSG00000249961/ENSG00000178999/ENSG00000155657/ENSG00000013573/ENSG00000010292/ENSG00000040275/ENSG00000178295/ENSG00000149503/ENSG00000163611/ENSG00000167842/ENSG00000114346/ENSG00000237649/ENSG00000077935/ENSG00000128789/ENSG00000121152/ENSG00000128944/ENSG00000136824/ENSG00000171320/ENSG00000121621/ENSG00000137807/ENSG00000013810/ENSG00000177602/ENSG00000175063/ENSG00000109805/ENSG00000198901/ENSG00000137807/ENSG00000131747/ENSG00000168802/ENSG00000112742/ENSG00000066923/ENSG00000117650/ENSG00000118193/ENSG00000146918/ENSG00000138778/ENSG00000169679/ENSG00000117724/ENSG00000126787/ENSG00000090889/ENSG00000166851/ENSG00000123219/ENSG00000134057/ENSG00000080986/ENSG00000134690"
"GO:0001573","GO:0001573","ganglioside metabolic process",17,0.737833138906068,2.05693881607167,0.000775809148229724,0.0173813574584634,0.0148866886995835,1786,"tags=50%, list=13%, signal=44%","ENSG00000177511/ENSG00000008513/ENSG00000162139/ENSG00000140557/ENSG00000135454/ENSG00000049860/ENSG00000196743/ENSG00000162139/ENSG00000204386/ENSG00000177511/ENSG00000204386/ENSG00000135454"
"GO:0098754","GO:0098754","detoxification",68,0.585096352426153,2.05537439116479,4.05231764452719e-05,0.00196300107879484,0.00168126028400251,448,"tags=20%, list=3%, signal=19%","ENSG00000213931/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000213931/ENSG00000244734/ENSG00000244734/ENSG00000188536/ENSG00000213931/ENSG00000095303/ENSG00000163406/ENSG00000167210/ENSG00000080546/ENSG00000167419/ENSG00000164938/ENSG00000244734"
"GO:0006687","GO:0006687","glycosphingolipid metabolic process",51,0.603381953181941,2.055273684531,0.00021950995172687,0.00655949964185639,0.00561804389712943,2200,"tags=41%, list=16%, signal=35%","ENSG00000184389/ENSG00000177511/ENSG00000008513/ENSG00000162139/ENSG00000177628/ENSG00000064601/ENSG00000198951/ENSG00000170266/ENSG00000140557/ENSG00000184389/ENSG00000135454/ENSG00000104763/ENSG00000111728/ENSG00000102393/ENSG00000049860/ENSG00000166311/ENSG00000196743/ENSG00000197746/ENSG00000162139/ENSG00000204386/ENSG00000100299/ENSG00000177511/ENSG00000157404/ENSG00000204386/ENSG00000135454/ENSG00000103089/ENSG00000158220/ENSG00000174607"
"GO:0014061","GO:0014061","regulation of norepinephrine secretion",11,0.861148393783131,2.05388441127311,0.0010284348561389,0.0222084105279472,0.019020936358519,1526,"tags=43%, list=11%, signal=38%","ENSG00000274286/ENSG00000128271/ENSG00000169313/ENSG00000184160/ENSG00000150594/ENSG00000150594"
