"","TermID","Name","Frequency","PlotX","PlotY","LogSize","Value","Uniqueness","Dispensability","Representative","Eliminated","immune_system_processes","inflammatory_response","regulation_of_immune_system_processes","regulation_of_inflammatory_response","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defence_response_to_other_organism","leukocyte_proliferation"
"GO:0071363","GO:0071363"," cellular response to growth factor stimulus",2.55526033127933," 0.742345608644141"," -6.65697484895173",2.65609820201283,-3.54560277912191,0.930869375881268,0.16426873," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0035924","GO:0035924"," cellular response to vascular endothelial growth factor stimulus",0.237435694499406," null"," null",1.63346845557959,-2.41614954458424,0.945295595144842,0.72139001," 71363"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:2000377","GO:2000377"," regulation of reactive oxygen species metabolic process",0.836678161569337," -2.88047884302994"," 5.83073710353675",2.17318626841227,-1.30181272874297,0.965383026847147,0.16529806," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0150115","GO:0150115"," cell-substrate junction organization",0.209169540392334," 7.05244718906883"," 0.178034639106243",1.57978359661681,-1.35060993196386,0.952614510924915,0.16690383," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0003013","GO:0003013"," circulatory system process",2.73616371756459," -5.62678782273356"," 3.01924005745782",2.68574173860226,-3.91440363831628,0.947270387299464,0.17065545," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0010812","GO:0010812"," negative regulation of cell-substrate adhesion",0.350500310927695," 0.274857193269971"," 3.92302315576594",1.79934054945358,-1.93375517804538,0.938940314565442,0.18221243," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0001952","GO:0001952"," regulation of cell-matrix adhesion",0.70100062185539," null"," null",2.09691001300806,-1.73460958366556,0.958309771847086,0.82089059," 10812"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051893","GO:0051893"," regulation of focal adhesion assembly",0.373113234213353," null"," null",1.82607480270083,-1.87026323640983,0.923672206977717,0.8257546," 10812"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051894","GO:0051894"," positive regulation of focal adhesion assembly",0.158290462999604," null"," null",1.46239799789896,-1.35105043419954,0.915125728495672,0.92531506," 10812"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090109","GO:0090109"," regulation of cell-substrate junction assembly",0.373113234213353," null"," null",1.82607480270083,-1.87026323640983,0.935884724223646,0.98297754," 10812"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0031145","GO:0031145"," anaphase-promoting complex-dependent catabolic process",0.107411385606874," 5.91154766736342"," -2.47444541298651",1.30102999566398,-2.79426273267399,0.961882712433964,0.1823284," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051145","GO:0051145"," smooth muscle cell differentiation",0.20351630957092," -7.46814589020901"," -1.42727631196503",1.56820172406699,-1.61060167371465,0.945672890451002,0.18321781," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006275","GO:0006275"," regulation of DNA replication",0.604895697891345," -2.92215738491279"," 6.63444911138806",2.03342375548695,-1.83182094921785,0.964764747422537,0.18413463," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0065004","GO:0065004"," protein-DNA complex assembly",0.972355701283283," 6.21064176128115"," 0.759061095105498",2.2380461031288,-5.3594788939193,0.919186243271725,0.19642598," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051382","GO:0051382"," kinetochore assembly",0.0791452314998021," null"," null",1.17609125905568,-3.6154399465074,0.901495093230175,0.7424454," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006336","GO:0006336"," DNA replication-independent nucleosome assembly",0.107411385606874," null"," null",1.30102999566398,-2.02955078137417,0.897185393469449,0.76221348," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034724","GO:0034724"," DNA replication-independent nucleosome organization",0.113064616428289," null"," null",1.32221929473392,-2.02955078137417,0.904203007275119,0.76563753," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0043486","GO:0043486"," histone exchange",0.124371078071118," null"," null",1.36172783601759,-2.36435142902237,0.902250550800478,0.77208229," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034508","GO:0034508"," centromere complex assembly",0.141330770535361," null"," null",1.41497334797082,-4.3382997973619,0.902924991877455,0.78089851," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006334","GO:0006334"," nucleosome assembly",0.570976312962858," null"," null",2.00860017176192,-3.25942656808718,0.883233186895631,0.89217004," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034728","GO:0034728"," nucleosome organization",0.785799084176607," null"," null",2.14612803567824,-3.24564723831554,0.889675346456754,0.92222645," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034080","GO:0034080"," CENP-A containing nucleosome assembly",0.0395726157499011," null"," null",0.903089986991944,-2.13452592442669,0.901385732223396,0.92390058," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0031497","GO:0031497"," chromatin assembly",0.757532930069535," null"," null",2.13033376849501,-2.55066211641102,0.889255825475851,0.93595593," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007193","GO:0007193"," adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway",0.418339080784668," 2.14557949055201"," -5.52427512596271",1.8750612633917,-2.90363578815496,0.933830922651859,0.19805718," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007229","GO:0007229"," integrin-mediated signaling pathway",0.537056928034372," 1.97929682790259"," -6.26371830570048",1.98227123303957,-2.57475247643534,0.926118558184296,0.20322041," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0009954","GO:0009954"," proximal/distal pattern formation",0.180903386285262," -7.22162786793276"," 1.66932867720152",1.51851393987789,-1.62189162292649,0.942822659596649,0.20367364," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0030198","GO:0030198"," extracellular matrix organization",1.48114647521058," 6.78500291494689"," 0.822661817410373",2.41995574848976,-2.7464264905855,0.945081507376221,0.20642644," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0043062","GO:0043062"," extracellular structure organization",1.486799706032," 6.979928259937"," 1.34690857505278",2.42160392686983,-2.7464264905855,0.945060271115955,0.20652162," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045229","GO:0045229"," external encapsulating structure organization",1.49810616767483," 6.9105726066458"," 1.03682757649397",2.42488163663107,-2.99646493545156,0.945017991312327,0.20671115," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090329","GO:0090329"," regulation of DNA-dependent DNA replication",0.260048617785064," -3.26603003393312"," 6.47875266529473",1.67209785793572,-1.7068875689929,0.967379256980343,0.21184685," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007268","GO:0007268"," chemical synaptic transmission",2.28390525185143," 2.72409632917774"," -6.64572092934629",2.60745502321467,-1.79186757657154,0.959840768428326,0.2206735," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0099537","GO:0099537"," trans-synaptic signaling",2.38001017581548," null"," null",2.62531245096167,-1.48148608016078,0.959750084953834,0.95005665," 7268"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0098916","GO:0098916"," anterograde trans-synaptic signaling",2.28390525185143," null"," null",2.60745502321467,-1.79186757657154,0.959840768428326,0.96555318," 7268"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034330","GO:0034330"," cell junction organization",2.6626717168862," 6.69621621293919"," 1.28923125376248",2.67394199863409,-1.67697458512852,0.941608780593294,0.22219165," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006897","GO:0006897"," endocytosis",2.87184125727853," -3.35164360747219"," -5.82837604918066",2.70671778233676,-4.69369760584763,0.943055120438081,0.22490514," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:2000379","GO:2000379"," positive regulation of reactive oxygen species metabolic process",0.40703261914184," -1.69504676108263"," 4.9198911434949",1.86332286012046,-1.70771010854112,0.951744075363865,0.22529303," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045596","GO:0045596"," negative regulation of cell differentiation",3.58414834077675," -0.20307083199977"," 3.09027538803846",2.80277372529198,-3.23037981979377,0.925108294162423,0.23982067," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
