"","TermID","Name","Frequency","PlotX","PlotY","LogSize","Value","Uniqueness","Dispensability","Representative","Eliminated","immune_system_processes","inflammatory_response","regulation_of_immune_system_processes","regulation_of_inflammatory_response","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defence_response_to_other_organism","leukocyte_proliferation"
"GO:0042744","GO:0042744"," hydrogen peroxide catabolic process",0.146984001356775," null"," null",1.43136376415899,2.17095380175876,0.958833427984212,0.81589489," 42743"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034109","GO:0034109"," homotypic cell-cell adhesion",0.339193849284866," 0.60080335829789"," -0.0172562392317495",1.78532983501077,2.0260889848096,0.98189567161204,0.00451937," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0070661","GO:0070661"," leukocyte proliferation",0.520097235570128," 1.96624434959437"," -1.80237775480852",1.96848294855394,1.45819617254775,0.994557198030375,0.00470928," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"GO:0098813","GO:0098813"," nuclear chromosome segregation",1.25501724235401," 6.94716884058629"," -1.44061117876335",2.34830486304816,-2.05786779079599,0.860886085330043,0.00515576," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0008608","GO:0008608"," attachment of spindle microtubules to kinetochore",0.130024308892532," null"," null",1.38021124171161,-1.94095325633603,0.883629345987911,0.73962749," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051304","GO:0051304"," chromosome separation",0.15263723217819," null"," null",1.44715803134222,-1.85867871258074,0.88373110735341,0.75054483," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0000070","GO:0000070"," mitotic sister chromatid segregation",0.655774775284075," null"," null",2.06818586174616,-2.14033956803784,0.765460962160878,0.86687595," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007062","GO:0007062"," sister chromatid cohesion",0.271355079427893," null"," null",1.69019608002851,-1.82039946342804,0.795057556827213,0.87261469," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007080","GO:0007080"," mitotic metaphase plate congression",0.288314771892136," null"," null",1.7160033436348,-1.84707209264893,0.724640202937846,0.8774788," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0000819","GO:0000819"," sister chromatid segregation",0.814065238283679," null"," null",2.16136800223497,-2.12318305749905,0.776359106242842,0.88727431," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051310","GO:0051310"," metaphase plate congression",0.350500310927695," null"," null",1.79934054945358,-1.95570382756581,0.811249636366694,0.94123121," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051303","GO:0051303"," establishment of chromosome localization",0.435298773248912," null"," null",1.89209460269048,-1.96817869429072,0.922165032442254,0.97148091," 98813"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007059","GO:0007059"," chromosome segregation",1.58855786081746," 5.81394005876041"," 6.27635852442349",2.45024910831936,-2.01449427039171,0.993917056146643,0.00562219," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0061919","GO:0061919"," process utilizing autophagic mechanism",1.53202555260331," 2.48425749856086"," -2.93458578035641",2.4345689040342,1.42913728452834,0.993940196680172,0.00575695," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051301","GO:0051301"," cell division",2.79269602577873," 2.60186857624205"," -0.988770598222339",2.69460519893357,-1.66313113015846,0.993532450923171,0.00620466," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0010894","GO:0010894"," negative regulation of steroid biosynthetic process",0.130024308892532," 1.52119544696382"," -6.4552411227266",1.38021124171161,1.97645823236418,0.937424734234254,0.02583253," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045939","GO:0045939"," negative regulation of steroid metabolic process",0.146984001356775," null"," null",1.43136376415899,1.96181219859594,0.938774428203364,0.79629491," 10894"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090181","GO:0090181"," regulation of cholesterol metabolic process",0.175250155463848," null"," null",1.50514997831991,-1.87857926556253,0.957333389882275,0.81302838," 10894"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045540","GO:0045540"," regulation of cholesterol biosynthetic process",0.10175815478546," null"," null",1.27875360095283,-1.92829587878368,0.9570829848471,0.82766982," 10894"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0106118","GO:0106118"," regulation of sterol biosynthetic process",0.10175815478546," null"," null",1.27875360095283,-1.92829587878368,0.9570829848471,0.82766982," 10894"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0014061","GO:0014061"," regulation of norepinephrine secretion",0.090451693142631," 0.257094520868858"," -7.13088194628026",1.23044892137827,2.05388441127311,0.957607031883993,0.02943368," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051983","GO:0051983"," regulation of chromosome segregation",0.508790773927299," 2.67538099302443"," -3.94072965158456",1.95904139232109,-1.87011111993169,0.97489932366721,0.03442076," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050865","GO:0050865"," regulation of cell activation",3.70286618802646," 5.74200726784647"," -5.24913276170385",2.81690383937566,1.57300691742025,0.968970481854423,0.042743," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006695","GO:0006695"," cholesterol biosynthetic process",0.209169540392334," -6.14417287436741"," -3.36390259354449",1.57978359661681,-2.06602243054393,0.90874242494678,0.07529798," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902652","GO:1902652"," secondary alcohol metabolic process",0.723613545141048," null"," null",2.11058971029925,-1.5459569956543,0.949371129875914,0.71846613," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1901617","GO:1901617"," organic hydroxy compound biosynthetic process",0.949742777997626," null"," null",2.22788670461367,-1.47469457359001,0.937651948023225,0.74409966," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0016125","GO:0016125"," sterol metabolic process",0.75187969924812," null"," null",2.12710479836481,-1.65851964648289,0.911583762347608,0.75705459," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0046165","GO:0046165"," alcohol biosynthetic process",0.525750466391543," null"," null",1.9731278535997,-1.52283410246209,0.936688366722979,0.80794467," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0016126","GO:0016126"," sterol biosynthetic process",0.248742156142235," null"," null",1.65321251377534,-2.07864380675631,0.90849685831308,0.82244102," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006694","GO:0006694"," steroid biosynthetic process",0.65012154446266," null"," null",2.06445798922692,-1.58862152652421,0.913842718646979,0.84354469," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902653","GO:1902653"," secondary alcohol biosynthetic process",0.209169540392334," null"," null",1.57978359661681,-2.06602243054393,0.939782651593601,0.84614145," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0008203","GO:0008203"," cholesterol metabolic process",0.667081236926904," null"," null",2.07554696139253,-1.58092914818755,0.90883516025151,0.88194608," 6695"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0030168","GO:0030168"," platelet activation",0.537056928034372," -0.256010167124261"," 6.47238382454769",1.98227123303957,2.23826912691247,0.859257591360042,0.08601765," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007599","GO:0007599"," hemostasis",0.983662162926112," null"," null",2.24303804868629,1.95394238152897,0.944210084398213,0.77066501," 30168"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0042060","GO:0042060"," wound healing",1.82034032449545," null"," null",2.5092025223311,1.90149921024027,0.949710075242984,0.78935623," 30168"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0070527","GO:0070527"," platelet aggregation",0.25439538696365," null"," null",1.66275783168157,2.01877824825698,0.856411749690699,0.82141215," 30168"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007596","GO:0007596"," blood coagulation",0.961049239640454," null"," null",2.23299611039215,1.95616816577058,0.891610243863655,0.92955473," 30168"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0098754","GO:0098754"," detoxification",0.763186160890949," -6.92413805405369"," 3.62472680004373",2.13353890837022,2.05537439116479,0.95196979368305,0.08910558," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0098869","GO:0098869"," cellular oxidant detoxification",0.514444004748714," null"," null",1.96378782734556,2.1200783496798,0.938912969045057,0.83194853," 98754"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0097237","GO:0097237"," cellular response to toxic substance",0.644468313641246," null"," null",2.06069784035361,1.98116724091404,0.938551332511904,0.85084691," 98754"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1990748","GO:1990748"," cellular detoxification",0.59924246706993," null"," null",2.02938377768521,2.0730529340335,0.938081496533876,0.96504137," 98754"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0018149","GO:0018149"," peptide cross-linking",0.197863078749505," -7.07438191262631"," -1.5468761829191",1.55630250076729,1.99686530805854,0.959320724786359,0.09338267," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0072593","GO:0072593"," reactive oxygen species metabolic process",0.554016620498615," -0.479835514144258"," -1.78363012089962",1.99563519459755,1.75909063070067,0.970327394793284,0.09839229," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0043551","GO:0043551"," regulation of phosphatidylinositol 3-kinase activity",0.316580925999209," 3.62288464267796"," -6.0281802605183",1.75587485567249,1.91709263659847,0.964367106051202,0.10004318," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0031069","GO:0031069"," hair follicle morphogenesis",0.163943693821019," 2.99120635667128"," 6.59942160764154",1.47712125471966,2.08895146434183,0.952062381199285,0.10809376," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0001974","GO:0001974"," blood vessel remodeling",0.197863078749505," 4.80732497115105"," 6.98330234528278",1.55630250076729,2.0251004692183,0.980511620392697,0.10986873," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051894","GO:0051894"," positive regulation of focal adhesion assembly",0.158290462999604," 4.18416721209946"," -4.21096813495328",1.46239799789896,1.92956720681586,0.926020521774187,0.12552462," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0001952","GO:0001952"," regulation of cell-matrix adhesion",0.70100062185539," null"," null",2.09691001300806,1.66273787211156,0.962381652985903,0.76369403," 51894"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050817","GO:0050817"," coagulation",0.972355701283283," 2.17093081126785"," 8.01764677489187",2.2380461031288,1.96026044971251,0.977449828249744,0.12760977," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090130","GO:0090130"," tissue migration",0.542710158855786," 2.39408866458713"," 5.39683995796095",1.98677173426624,1.37588580066201,0.978674282113878,0.12774544," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007292","GO:0007292"," female gamete generation",0.757532930069535," 4.76189950425909"," 6.15661093764622",2.13033376849501,-1.5600602072986,0.956345247990135,0.13222229," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0140053","GO:0140053"," mitochondrial gene expression",0.497484312284471," -7.4167944984095"," -0.816947060840205",1.94939000664491,-1.50486686982117,0.968028243319059,0.13594307," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0010506","GO:0010506"," regulation of autophagy",1.80338063203121," 2.71554259056564"," -6.47432908758206",2.50514997831991,1.73162785679712,0.960460282916535,0.14885665," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:2000379","GO:2000379"," positive regulation of reactive oxygen species metabolic process",0.40703261914184," 1.47039435297623"," -5.03234070677664",1.86332286012046,1.70381969942617,0.954767301847381,0.15278644," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0065004","GO:0065004"," protein-DNA complex assembly",0.972355701283283," 6.03098781616533"," 3.9034589427789",2.2380461031288,-1.86890094273438,0.889959717874013,0.15347663," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051382","GO:0051382"," kinetochore assembly",0.0791452314998021," null"," null",1.17609125905568,-1.89736943137896,0.863850391000133,0.7424454," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006336","GO:0006336"," DNA replication-independent nucleosome assembly",0.107411385606874," null"," null",1.30102999566398,-1.77439921180002,0.858051297663805,0.76221348," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034724","GO:0034724"," DNA replication-independent nucleosome organization",0.113064616428289," null"," null",1.32221929473392,-1.77439921180002,0.868065295083382,0.76563753," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0043486","GO:0043486"," histone exchange",0.124371078071118," null"," null",1.36172783601759,-1.80073326206615,0.865197458403257,0.77208229," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034508","GO:0034508"," centromere complex assembly",0.141330770535361," null"," null",1.41497334797082,-1.99989130865485,0.866783369714785,0.78089851," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006334","GO:0006334"," nucleosome assembly",0.570976312962858," null"," null",2.00860017176192,-1.86077132720879,0.83915768750046,0.89217004," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034728","GO:0034728"," nucleosome organization",0.785799084176607," null"," null",2.14612803567824,-1.81765233511277,0.848609796099976,0.92222645," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0034080","GO:0034080"," CENP-A containing nucleosome assembly",0.0395726157499011," null"," null",0.903089986991944,-1.78746761950945,0.863318293294861,0.92390058," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0031497","GO:0031497"," chromatin assembly",0.757532930069535," null"," null",2.13033376849501,-1.68685200026567,0.847861815315321,0.93595593," 65004"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006275","GO:0006275"," regulation of DNA replication",0.604895697891345," 2.31088877460608"," -6.01206226775788",2.03342375548695,-1.64916916846239,0.964514741552308,0.18797495," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090383","GO:0090383"," phagosome acidification",0.0339193849284866," 4.24869557052119"," 3.5313439294731",0.845098040014257,2.11651417188368,0.887287316551679,0.18890745," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007035","GO:0007035"," vacuolar acidification",0.135677539713947," null"," null",1.39794000867204,1.8893214628681,0.950057833206701,0.85159128," 90383"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0045229","GO:0045229"," external encapsulating structure organization",1.49810616767483," 4.8005115288155"," 2.02878304302533",2.42488163663107,1.40926094112968,0.927915709349759,0.19315484," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051383","GO:0051383"," kinetochore organization",0.107411385606874," 6.79634951330318"," 1.99538554715272",1.30102999566398,-1.91745852449105,0.889103999641095,0.20337333," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090382","GO:0090382"," phagosome maturation",0.135677539713947," 6.02696325841587"," 1.71932347741293",1.39794000867204,2.0204470757649,0.91589050146182,0.20700359," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007188","GO:0007188"," adenylate cyclase-modulating G protein-coupled receptor signaling pathway",1.24371078071118," -5.03460309482938"," 1.22402621358561",2.34439227368511,1.78140708029758,0.923908173623546,0.20938974," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0035924","GO:0035924"," cellular response to vascular endothelial growth factor stimulus",0.237435694499406," -6.86631014558685"," 2.69147040128237",1.63346845557959,2.01399826006998,0.950973504633565,0.20982664," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090329","GO:0090329"," regulation of DNA-dependent DNA replication",0.260048617785064," 2.17858164987848"," -6.63944823893568",1.67209785793572,-1.77249711801883,0.967116143909253,0.21184685," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0061298","GO:0061298"," retina vasculature development in camera-type eye",0.0961049239640455," 2.15929919537358"," 6.3924202781468",1.25527250510331,1.96343017669234,0.96196894133751,0.21820179," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902041","GO:1902041"," regulation of extrinsic apoptotic signaling pathway via death domain receptors",0.265701848606479," -3.23841787854193"," -5.06227335508678",1.68124123737559,1.92714473226563,0.947809247451254,0.22473424," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007040","GO:0007040"," lysosome organization",0.40703261914184," 6.46272643685877"," 2.98558900635849",1.86332286012046,2.03346825736676,0.904224194540518,0.22597253," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0080171","GO:0080171"," lytic vacuole organization",0.40703261914184," null"," null",1.86332286012046,2.03346825736676,0.904224194540518,0.86565365," 7040"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007252","GO:0007252"," I-kappaB phosphorylation",0.0678387698569733," -5.13169905159513"," -0.649459588393928",1.11394335230684,1.91562804696055,0.902184688500595,0.24000653," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0000184","GO:0000184"," nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.197863078749505," -4.87872773815431"," -2.90627822229166",1.55630250076729,1.91275569610566,0.891547459823749,0.24393192," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0009636","GO:0009636"," response to toxic substance",1.38504155124654," -6.97799187530101"," 3.36267211571188",2.39093510710338,1.70437790202594,0.960304695114706,0.25024755," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0008217","GO:0008217"," regulation of blood pressure",1.03454124031884," 0.520763842495798"," 7.43983706843792",2.26481782300954,2.00628757840811,0.932834930304663,0.25480169," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0090287","GO:0090287"," regulation of cellular response to growth factor stimulus",1.57159816835321," -3.37484128201635"," -5.78801163670905",2.4456042032736,1.50235480100396,0.946569769517249,0.2687943," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0043588","GO:0043588"," skin development",1.29458985810391," 2.34381735981591"," 6.79163210431279",2.36172783601759,1.60400086588437,0.957662555353863,0.27093559," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0001819","GO:0001819"," positive regulation of cytokine production",2.56656679292215," 0.819221390061593"," -5.03016850941562",2.65801139665711,1.500863762882,0.943491014513719,0.27422594," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"GO:0000280","GO:0000280"," nuclear division",1.73554186217423," 5.98790926514522"," 2.30746373430335",2.48855071650044,-1.89407790935478,0.867755754681207,0.28344778," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0140014","GO:0140014"," mitotic nuclear division",0.944089547176211," null"," null",2.22530928172586,-2.0370182414554,0.793567296245425,0.89579701," 280"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0051896","GO:0051896"," regulation of protein kinase B signaling",0.90451693142631," -3.45238334332927"," -5.46164637482189",2.20682587603185,1.58403084357767,0.945768483917527,0.28993209," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050878","GO:0050878"," regulation of body fluid levels",2.0747357114591," -0.606464827134983"," 7.81246778172851",2.56584781867352,1.70941267810867,0.952206900840634,0.29557108," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050000","GO:0050000"," chromosome localization",0.446605234891741," -3.38926742143129"," 6.13695170151148",1.90308998699194,-1.91906829577649,0.930737011528124,0.2962315," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0015874","GO:0015874"," norepinephrine transport",0.0395726157499011," -5.26820020124548"," 5.47295223142034",0.903089986991944,2.17044037803463,0.958662187866562,0.30321491," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048243","GO:0048243"," norepinephrine secretion",0.00565323082141444," null"," null",0.301029995663981,2.07856354781331,0.936749287638632,0.8023225," 15874"," True","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007033","GO:0007033"," vacuole organization",0.819718469105093," 6.23045509857299"," 2.83749152054286",2.16435285578444,1.67031204662603,0.901623838198258,0.30584977," null"," False","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
