"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","immune_system_processes","inflammatory_response","regulation_of_immune_system_processes","regulation_of_inflammatory_response","immune_response_regulating_signaling_pathway","cytokine_production","cytokine_mediated_signaling_pathway","defence_response_to_other_organism","leukocyte_proliferation"
"GO:0007276","GO:0007276","GO:0007276","gamete generation",385,0.647830184268173,1.70985459255921,1e-10,1.787e-08,1.60631578947368e-08,1811,"tags=35%, list=15%, signal=30%","ENSG00000133101/ENSG00000095627/ENSG00000173809/ENSG00000162782/ENSG00000184571/ENSG00000196074/ENSG00000152430/ENSG00000141255/ENSG00000152670/ENSG00000160188/ENSG00000136449/ENSG00000205944/ENSG00000180113/ENSG00000173769/ENSG00000161594/ENSG00000163806/ENSG00000181378/ENSG00000170820/ENSG00000220201/ENSG00000164113/ENSG00000145491/ENSG00000143452/ENSG00000155530/ENSG00000077800/ENSG00000137090/ENSG00000162039/ENSG00000144451/ENSG00000112981/ENSG00000100360/ENSG00000101104/ENSG00000160284/ENSG00000141933/ENSG00000160207/ENSG00000138587/ENSG00000148935/ENSG00000100918/ENSG00000070404/ENSG00000137819/ENSG00000177138/ENSG00000112530/ENSG00000105549/ENSG00000104899/ENSG00000120498/ENSG00000166171/ENSG00000136811/ENSG00000132972/ENSG00000197748/ENSG00000205186/ENSG00000128242/ENSG00000141384/ENSG00000131067/ENSG00000118690/ENSG00000272514/ENSG00000144061/ENSG00000160401/ENSG00000125319/ENSG00000084674/ENSG00000157456/ENSG00000196092/ENSG00000082175/ENSG00000121621/ENSG00000141577/ENSG00000112742/ENSG00000177707/ENSG00000163501/ENSG00000134874/ENSG00000122574/ENSG00000087586/ENSG00000221829/ENSG00000138696/ENSG00000111837/ENSG00000101489/ENSG00000161800/ENSG00000100078/ENSG00000166851/ENSG00000125863/ENSG00000137098/ENSG00000004809/ENSG00000112029/ENSG00000168385/ENSG00000131747/ENSG00000087903/ENSG00000166086/ENSG00000175792/ENSG00000110492/ENSG00000164104/ENSG00000196116/ENSG00000054598/ENSG00000188486/ENSG00000182985/ENSG00000108379/ENSG00000179218/ENSG00000134057/ENSG00000137343/ENSG00000132436/ENSG00000136492/ENSG00000039560/ENSG00000198765/ENSG00000145536/ENSG00000101079/ENSG00000095002/ENSG00000188372/ENSG00000158169/ENSG00000105948/ENSG00000184937/ENSG00000111877/ENSG00000187475/ENSG00000100271/ENSG00000122970/ENSG00000010803/ENSG00000182749/ENSG00000140463/ENSG00000177990/ENSG00000115392/ENSG00000123610/ENSG00000071626/ENSG00000147596/ENSG00000047188/ENSG00000091879/ENSG00000275793/ENSG00000188613/ENSG00000237649/ENSG00000145388/ENSG00000256453/ENSG00000174720/ENSG00000274529/ENSG00000110367/ENSG00000054796/ENSG00000105011/ENSG00000179598/ENSG00000163083/ENSG00000174953/ENSG00000058668/ENSG00000068878","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007281","GO:0007281","GO:0007281","germ cell development",144,0.688720975070008,1.79230338472097,1e-10,1.787e-08,1.60631578947368e-08,1811,"tags=45%, list=15%, signal=39%","ENSG00000095627/ENSG00000162782/ENSG00000160188/ENSG00000173769/ENSG00000161594/ENSG00000181378/ENSG00000220201/ENSG00000164113/ENSG00000145491/ENSG00000143452/ENSG00000137090/ENSG00000144451/ENSG00000112981/ENSG00000101104/ENSG00000141933/ENSG00000100918/ENSG00000137819/ENSG00000177138/ENSG00000112530/ENSG00000104899/ENSG00000136811/ENSG00000197748/ENSG00000205186/ENSG00000141384/ENSG00000118690/ENSG00000272514/ENSG00000160401/ENSG00000141577/ENSG00000177707/ENSG00000163501/ENSG00000134874/ENSG00000087586/ENSG00000221829/ENSG00000138696/ENSG00000101489/ENSG00000100078/ENSG00000125863/ENSG00000112029/ENSG00000087903/ENSG00000166086/ENSG00000110492/ENSG00000164104/ENSG00000134057/ENSG00000136492/ENSG00000198765/ENSG00000095002/ENSG00000188372/ENSG00000158169/ENSG00000105948/ENSG00000184937/ENSG00000100271/ENSG00000182749/ENSG00000140463/ENSG00000177990/ENSG00000147596/ENSG00000047188/ENSG00000091879/ENSG00000275793/ENSG00000188613/ENSG00000256453/ENSG00000274529/ENSG00000054796/ENSG00000179598/ENSG00000163083/ENSG00000068878","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0007283","GO:0007283","GO:0007283","spermatogenesis",281,0.648886929231132,1.70256604932002,1e-10,1.787e-08,1.60631578947368e-08,1811,"tags=33%, list=15%, signal=29%","ENSG00000133101/ENSG00000095627/ENSG00000173809/ENSG00000162782/ENSG00000184571/ENSG00000152430/ENSG00000152670/ENSG00000160188/ENSG00000136449/ENSG00000205944/ENSG00000180113/ENSG00000173769/ENSG00000161594/ENSG00000181378/ENSG00000170820/ENSG00000220201/ENSG00000164113/ENSG00000145491/ENSG00000143452/ENSG00000155530/ENSG00000077800/ENSG00000137090/ENSG00000144451/ENSG00000112981/ENSG00000100360/ENSG00000160284/ENSG00000141933/ENSG00000160207/ENSG00000138587/ENSG00000100918/ENSG00000070404/ENSG00000177138/ENSG00000112530/ENSG00000105549/ENSG00000166171/ENSG00000136811/ENSG00000132972/ENSG00000197748/ENSG00000205186/ENSG00000128242/ENSG00000141384/ENSG00000131067/ENSG00000118690/ENSG00000272514/ENSG00000144061/ENSG00000160401/ENSG00000084674/ENSG00000196092/ENSG00000141577/ENSG00000177707/ENSG00000134874/ENSG00000122574/ENSG00000221829/ENSG00000111837/ENSG00000161800/ENSG00000100078/ENSG00000125863/ENSG00000137098/ENSG00000004809/ENSG00000168385/ENSG00000087903/ENSG00000166086/ENSG00000175792/ENSG00000164104/ENSG00000196116/ENSG00000188486/ENSG00000182985/ENSG00000179218/ENSG00000134057/ENSG00000137343/ENSG00000136492/ENSG00000039560/ENSG00000198765/ENSG00000101079/ENSG00000105948/ENSG00000187475/ENSG00000100271/ENSG00000122970/ENSG00000010803/ENSG00000140463/ENSG00000177990/ENSG00000071626/ENSG00000047188/ENSG00000275793/ENSG00000237649/ENSG00000145388/ENSG00000174720/ENSG00000110367/ENSG00000054796/ENSG00000105011/ENSG00000179598/ENSG00000174953/ENSG00000058668/ENSG00000068878","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0019953","GO:0019953","GO:0019953","sexual reproduction",473,0.608406913072749,1.61012871010727,1e-10,1.787e-08,1.60631578947368e-08,1811,"tags=31%, list=15%, signal=27%","ENSG00000133101/ENSG00000095627/ENSG00000173809/ENSG00000162782/ENSG00000184571/ENSG00000196074/ENSG00000152430/ENSG00000141255/ENSG00000152670/ENSG00000160188/ENSG00000136449/ENSG00000205944/ENSG00000180113/ENSG00000173769/ENSG00000161594/ENSG00000163806/ENSG00000181378/ENSG00000170820/ENSG00000220201/ENSG00000164113/ENSG00000145491/ENSG00000143452/ENSG00000155530/ENSG00000077800/ENSG00000137090/ENSG00000162039/ENSG00000144451/ENSG00000185551/ENSG00000112981/ENSG00000100360/ENSG00000101104/ENSG00000160284/ENSG00000141933/ENSG00000160207/ENSG00000138587/ENSG00000148935/ENSG00000100918/ENSG00000070404/ENSG00000137819/ENSG00000177138/ENSG00000112530/ENSG00000105549/ENSG00000104899/ENSG00000120498/ENSG00000166171/ENSG00000136811/ENSG00000132972/ENSG00000197748/ENSG00000205186/ENSG00000128242/ENSG00000141384/ENSG00000131067/ENSG00000118690/ENSG00000272514/ENSG00000144061/ENSG00000160401/ENSG00000125319/ENSG00000084674/ENSG00000157456/ENSG00000196092/ENSG00000082175/ENSG00000121621/ENSG00000149506/ENSG00000141577/ENSG00000170312/ENSG00000069764/ENSG00000112742/ENSG00000177707/ENSG00000163501/ENSG00000134874/ENSG00000149925/ENSG00000122574/ENSG00000087586/ENSG00000221829/ENSG00000138696/ENSG00000111837/ENSG00000101489/ENSG00000161800/ENSG00000100078/ENSG00000166851/ENSG00000125863/ENSG00000137098/ENSG00000004809/ENSG00000112029/ENSG00000168385/ENSG00000131747/ENSG00000087903/ENSG00000166086/ENSG00000175792/ENSG00000116996/ENSG00000110492/ENSG00000164104/ENSG00000196116/ENSG00000054598/ENSG00000255346/ENSG00000188486/ENSG00000182985/ENSG00000108379/ENSG00000160460/ENSG00000179218/ENSG00000134057/ENSG00000137343/ENSG00000132436/ENSG00000136492/ENSG00000115556/ENSG00000039560/ENSG00000198765/ENSG00000145536/ENSG00000101079/ENSG00000095002/ENSG00000188372/ENSG00000158169/ENSG00000105948/ENSG00000184937/ENSG00000111877/ENSG00000187475/ENSG00000100271/ENSG00000122970/ENSG00000188886/ENSG00000010803/ENSG00000182749/ENSG00000153132/ENSG00000140463/ENSG00000177990/ENSG00000115392/ENSG00000123610/ENSG00000105649/ENSG00000071626/ENSG00000147596/ENSG00000047188/ENSG00000091879/ENSG00000275793/ENSG00000188613/ENSG00000237649/ENSG00000145388/ENSG00000256453/ENSG00000174720/ENSG00000274529/ENSG00000110367/ENSG00000054796/ENSG00000105011/ENSG00000179598/ENSG00000184845/ENSG00000163083/ENSG00000174953/ENSG00000058668/ENSG00000068878","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0022412","GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism",198,0.693611077419555,1.81853321083979,1e-10,1.787e-08,1.60631578947368e-08,1764,"tags=42%, list=15%, signal=37%","ENSG00000133101/ENSG00000095627/ENSG00000173809/ENSG00000162782/ENSG00000196074/ENSG00000152670/ENSG00000160188/ENSG00000173769/ENSG00000161594/ENSG00000163806/ENSG00000181378/ENSG00000170820/ENSG00000220201/ENSG00000164113/ENSG00000145491/ENSG00000143452/ENSG00000077800/ENSG00000137090/ENSG00000162039/ENSG00000144451/ENSG00000112981/ENSG00000101104/ENSG00000141933/ENSG00000160207/ENSG00000100918/ENSG00000137819/ENSG00000177138/ENSG00000112530/ENSG00000104899/ENSG00000120498/ENSG00000136811/ENSG00000197748/ENSG00000205186/ENSG00000141384/ENSG00000118690/ENSG00000272514/ENSG00000144061/ENSG00000160401/ENSG00000157456/ENSG00000121621/ENSG00000141577/ENSG00000112742/ENSG00000177707/ENSG00000163501/ENSG00000134874/ENSG00000087586/ENSG00000221829/ENSG00000138696/ENSG00000101489/ENSG00000100078/ENSG00000166851/ENSG00000125863/ENSG00000112029/ENSG00000131747/ENSG00000087903/ENSG00000166086/ENSG00000110492/ENSG00000164104/ENSG00000054598/ENSG00000255346/ENSG00000134057/ENSG00000132436/ENSG00000136492/ENSG00000198765/ENSG00000095002/ENSG00000188372/ENSG00000158169/ENSG00000105948/ENSG00000184937/ENSG00000100271/ENSG00000182749/ENSG00000140463/ENSG00000177990/ENSG00000147596/ENSG00000047188/ENSG00000091879/ENSG00000275793/ENSG00000188613/ENSG00000256453/ENSG00000274529/ENSG00000110367/ENSG00000054796/ENSG00000179598/ENSG00000163083","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0030031","GO:0030031","GO:0030031","cell projection assembly",450,0.638368218230349,1.68795790328012,1e-10,1.787e-08,1.60631578947368e-08,1721,"tags=36%, list=15%, signal=32%","ENSG00000169126/ENSG00000110318/ENSG00000154099/ENSG00000172426/ENSG00000160188/ENSG00000164675/ENSG00000181378/ENSG00000119636/ENSG00000155530/ENSG00000172425/ENSG00000142609/ENSG00000079974/ENSG00000162643/ENSG00000198003/ENSG00000080572/ENSG00000213123/ENSG00000119661/ENSG00000144451/ENSG00000138175/ENSG00000112981/ENSG00000100360/ENSG00000179941/ENSG00000101222/ENSG00000141933/ENSG00000181085/ENSG00000152763/ENSG00000138587/ENSG00000141519/ENSG00000039139/ENSG00000165533/ENSG00000165506/ENSG00000156042/ENSG00000128581/ENSG00000129295/ENSG00000138002/ENSG00000167858/ENSG00000141013/ENSG00000197603/ENSG00000244607/ENSG00000136811/ENSG00000239474/ENSG00000197748/ENSG00000165115/ENSG00000205084/ENSG00000103995/ENSG00000187726/ENSG00000118690/ENSG00000163913/ENSG00000272514/ENSG00000108641/ENSG00000171811/ENSG00000144061/ENSG00000160401/ENSG00000173226/ENSG00000126870/ENSG00000188343/ENSG00000118965/ENSG00000143951/ENSG00000117650/ENSG00000177042/ENSG00000163093/ENSG00000113966/ENSG00000138686/ENSG00000187535/ENSG00000099204/ENSG00000122507/ENSG00000141577/ENSG00000170312/ENSG00000155761/ENSG00000169760/ENSG00000032742/ENSG00000131351/ENSG00000134874/ENSG00000119650/ENSG00000256061/ENSG00000142731/ENSG00000103494/ENSG00000137821/ENSG00000188229/ENSG00000101350/ENSG00000187049/ENSG00000111837/ENSG00000161996/ENSG00000204104/ENSG00000284862/ENSG00000132376/ENSG00000166596/ENSG00000123607/ENSG00000100078/ENSG00000166851/ENSG00000140945/ENSG00000106477/ENSG00000152240/ENSG00000125863/ENSG00000198331/ENSG00000168385/ENSG00000110880/ENSG00000150625/ENSG00000152669/ENSG00000087903/ENSG00000147874/ENSG00000214367/ENSG00000131437/ENSG00000151849/ENSG00000164066/ENSG00000168778/ENSG00000119547/ENSG00000114446/ENSG00000074054/ENSG00000159079/ENSG00000137601/ENSG00000156313/ENSG00000103540/ENSG00000086300/ENSG00000137343/ENSG00000011426/ENSG00000187240/ENSG00000130638/ENSG00000119977/ENSG00000186638/ENSG00000170264/ENSG00000139323/ENSG00000011143/ENSG00000135541/ENSG00000145536/ENSG00000142459/ENSG00000180376/ENSG00000135931/ENSG00000158079/ENSG00000117155/ENSG00000173588/ENSG00000123810/ENSG00000122735/ENSG00000058453/ENSG00000112144/ENSG00000105948/ENSG00000075618/ENSG00000122417/ENSG00000112210/ENSG00000126001/ENSG00000101004/ENSG00000100271/ENSG00000213397/ENSG00000009694/ENSG00000196659/ENSG00000135315/ENSG00000079691/ENSG00000122970/ENSG00000187017/ENSG00000140463/ENSG00000173546/ENSG00000264364/ENSG00000198718/ENSG00000119699/ENSG00000145934/ENSG00000148019/ENSG00000213853/ENSG00000179051/ENSG00000116213/ENSG00000119333/ENSG00000180263","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0032504","GO:0032504","GO:0032504","multicellular organism reproduction",474,0.616737208185306,1.63193126521698,1e-10,1.787e-08,1.60631578947368e-08,1811,"tags=32%, list=15%, signal=28%","ENSG00000133101/ENSG00000095627/ENSG00000173809/ENSG00000162782/ENSG00000184571/ENSG00000196074/ENSG00000152430/ENSG00000141255/ENSG00000152670/ENSG00000160188/ENSG00000136449/ENSG00000205944/ENSG00000180113/ENSG00000173769/ENSG00000161594/ENSG00000163806/ENSG00000181378/ENSG00000170820/ENSG00000220201/ENSG00000164113/ENSG00000145491/ENSG00000143452/ENSG00000155530/ENSG00000077800/ENSG00000137090/ENSG00000162039/ENSG00000144451/ENSG00000163792/ENSG00000185551/ENSG00000112981/ENSG00000100360/ENSG00000101104/ENSG00000160284/ENSG00000141933/ENSG00000160207/ENSG00000138587/ENSG00000148935/ENSG00000100918/ENSG00000070404/ENSG00000137819/ENSG00000177138/ENSG00000112530/ENSG00000105549/ENSG00000104899/ENSG00000120498/ENSG00000166171/ENSG00000136811/ENSG00000132972/ENSG00000197748/ENSG00000205186/ENSG00000128242/ENSG00000141384/ENSG00000120738/ENSG00000131067/ENSG00000118690/ENSG00000272514/ENSG00000144061/ENSG00000160401/ENSG00000125319/ENSG00000084674/ENSG00000157456/ENSG00000196092/ENSG00000082175/ENSG00000136931/ENSG00000121621/ENSG00000141577/ENSG00000112742/ENSG00000177707/ENSG00000163501/ENSG00000146648/ENSG00000134874/ENSG00000111012/ENSG00000122574/ENSG00000087586/ENSG00000221829/ENSG00000138696/ENSG00000111837/ENSG00000101489/ENSG00000161800/ENSG00000100078/ENSG00000166851/ENSG00000125863/ENSG00000137098/ENSG00000004809/ENSG00000112029/ENSG00000168385/ENSG00000123454/ENSG00000131747/ENSG00000087903/ENSG00000166086/ENSG00000175792/ENSG00000132646/ENSG00000110492/ENSG00000164104/ENSG00000196116/ENSG00000054598/ENSG00000255346/ENSG00000188486/ENSG00000182985/ENSG00000108379/ENSG00000179218/ENSG00000134057/ENSG00000137343/ENSG00000132436/ENSG00000136492/ENSG00000157150/ENSG00000173320/ENSG00000054356/ENSG00000039560/ENSG00000198765/ENSG00000145536/ENSG00000101079/ENSG00000095002/ENSG00000188372/ENSG00000158169/ENSG00000105948/ENSG00000184937/ENSG00000111877/ENSG00000187475/ENSG00000100271/ENSG00000044574/ENSG00000122970/ENSG00000010803/ENSG00000182749/ENSG00000140463/ENSG00000177990/ENSG00000115392/ENSG00000123610/ENSG00000132386/ENSG00000112038/ENSG00000071626/ENSG00000147596/ENSG00000119699/ENSG00000047188/ENSG00000091879/ENSG00000275793/ENSG00000188613/ENSG00000237649/ENSG00000145388/ENSG00000256453/ENSG00000174720/ENSG00000274529/ENSG00000110367/ENSG00000054796/ENSG00000105011/ENSG00000179598/ENSG00000184845/ENSG00000163083/ENSG00000174953/ENSG00000058668/ENSG00000068878","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0035082","GO:0035082","GO:0035082","axoneme assembly",43,0.864520136675071,2.0946110285505,1e-10,1.787e-08,1.60631578947368e-08,741,"tags=74%, list=6%, signal=70%","ENSG00000169126/ENSG00000154099/ENSG00000172426/ENSG00000160188/ENSG00000181378/ENSG00000155530/ENSG00000142609/ENSG00000162643/ENSG00000198003/ENSG00000080572/ENSG00000119661/ENSG00000144451/ENSG00000101222/ENSG00000141933/ENSG00000152763/ENSG00000141519/ENSG00000039139/ENSG00000165506/ENSG00000129295/ENSG00000141013/ENSG00000197748/ENSG00000187726/ENSG00000118690/ENSG00000272514/ENSG00000171811/ENSG00000160401/ENSG00000141577/ENSG00000155761/ENSG00000256061/ENSG00000137821/ENSG00000284862/ENSG00000100078","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0044782","GO:0044782","GO:0044782","cilium organization",287,0.746168572692011,1.95881765485081,1e-10,1.787e-08,1.60631578947368e-08,1472,"tags=49%, list=12%, signal=44%","ENSG00000169126/ENSG00000110318/ENSG00000154099/ENSG00000172426/ENSG00000160188/ENSG00000164675/ENSG00000181378/ENSG00000119636/ENSG00000155530/ENSG00000172425/ENSG00000142609/ENSG00000158428/ENSG00000079974/ENSG00000162643/ENSG00000198003/ENSG00000080572/ENSG00000213123/ENSG00000119661/ENSG00000144451/ENSG00000138175/ENSG00000112981/ENSG00000100360/ENSG00000179941/ENSG00000101222/ENSG00000141933/ENSG00000181085/ENSG00000152763/ENSG00000138587/ENSG00000141519/ENSG00000039139/ENSG00000165533/ENSG00000165506/ENSG00000135338/ENSG00000156042/ENSG00000128581/ENSG00000129295/ENSG00000138002/ENSG00000167858/ENSG00000141013/ENSG00000197603/ENSG00000244607/ENSG00000136811/ENSG00000197748/ENSG00000165115/ENSG00000205084/ENSG00000103995/ENSG00000187726/ENSG00000118690/ENSG00000163913/ENSG00000272514/ENSG00000108641/ENSG00000171811/ENSG00000144061/ENSG00000160401/ENSG00000173226/ENSG00000126870/ENSG00000188343/ENSG00000118965/ENSG00000143951/ENSG00000117650/ENSG00000177042/ENSG00000163093/ENSG00000113966/ENSG00000138686/ENSG00000187535/ENSG00000099204/ENSG00000122507/ENSG00000141577/ENSG00000170312/ENSG00000155761/ENSG00000032742/ENSG00000131351/ENSG00000134874/ENSG00000119650/ENSG00000256061/ENSG00000142731/ENSG00000103494/ENSG00000137821/ENSG00000188229/ENSG00000101350/ENSG00000187049/ENSG00000111837/ENSG00000161996/ENSG00000204104/ENSG00000284862/ENSG00000166596/ENSG00000123607/ENSG00000100078/ENSG00000166851/ENSG00000106477/ENSG00000152240/ENSG00000125863/ENSG00000198331/ENSG00000168385/ENSG00000152669/ENSG00000087903/ENSG00000147874/ENSG00000214367/ENSG00000131437/ENSG00000151849/ENSG00000164066/ENSG00000168778/ENSG00000119547/ENSG00000114446/ENSG00000074054/ENSG00000159079/ENSG00000137601/ENSG00000156313/ENSG00000103540/ENSG00000086300/ENSG00000137343/ENSG00000187240/ENSG00000130638/ENSG00000119977/ENSG00000186638/ENSG00000170264/ENSG00000139323/ENSG00000011143/ENSG00000135541/ENSG00000145536/ENSG00000142459/ENSG00000180376/ENSG00000135931/ENSG00000176225/ENSG00000158079/ENSG00000117155/ENSG00000173588/ENSG00000123810/ENSG00000122735/ENSG00000058453/ENSG00000112144/ENSG00000105948/ENSG00000122417/ENSG00000112210/ENSG00000126001/ENSG00000101004/ENSG00000100271/ENSG00000213397/ENSG00000196659/ENSG00000135315/ENSG00000122970","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048232","GO:0048232","GO:0048232","male gamete generation",293,0.661280884782551,1.73628621951195,1e-10,1.787e-08,1.60631578947368e-08,1811,"tags=35%, list=15%, signal=30%","ENSG00000133101/ENSG00000095627/ENSG00000173809/ENSG00000162782/ENSG00000184571/ENSG00000196074/ENSG00000152430/ENSG00000152670/ENSG00000160188/ENSG00000136449/ENSG00000205944/ENSG00000180113/ENSG00000173769/ENSG00000161594/ENSG00000163806/ENSG00000181378/ENSG00000170820/ENSG00000220201/ENSG00000164113/ENSG00000145491/ENSG00000143452/ENSG00000155530/ENSG00000077800/ENSG00000137090/ENSG00000162039/ENSG00000144451/ENSG00000112981/ENSG00000100360/ENSG00000160284/ENSG00000141933/ENSG00000160207/ENSG00000138587/ENSG00000100918/ENSG00000070404/ENSG00000177138/ENSG00000112530/ENSG00000105549/ENSG00000120498/ENSG00000166171/ENSG00000136811/ENSG00000132972/ENSG00000197748/ENSG00000205186/ENSG00000128242/ENSG00000141384/ENSG00000131067/ENSG00000118690/ENSG00000272514/ENSG00000144061/ENSG00000160401/ENSG00000125319/ENSG00000084674/ENSG00000196092/ENSG00000121621/ENSG00000141577/ENSG00000177707/ENSG00000134874/ENSG00000122574/ENSG00000221829/ENSG00000111837/ENSG00000161800/ENSG00000100078/ENSG00000125863/ENSG00000137098/ENSG00000004809/ENSG00000168385/ENSG00000087903/ENSG00000166086/ENSG00000175792/ENSG00000164104/ENSG00000196116/ENSG00000188486/ENSG00000182985/ENSG00000179218/ENSG00000134057/ENSG00000137343/ENSG00000132436/ENSG00000136492/ENSG00000039560/ENSG00000198765/ENSG00000145536/ENSG00000101079/ENSG00000105948/ENSG00000187475/ENSG00000100271/ENSG00000122970/ENSG00000010803/ENSG00000140463/ENSG00000177990/ENSG00000071626/ENSG00000047188/ENSG00000275793/ENSG00000237649/ENSG00000145388/ENSG00000174720/ENSG00000110367/ENSG00000054796/ENSG00000105011/ENSG00000179598/ENSG00000174953/ENSG00000058668/ENSG00000068878","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0048285","GO:0048285","GO:0048285","organelle fission",329,0.659298714958811,1.73469454811331,1e-10,1.787e-08,1.60631578947368e-08,1564,"tags=33%, list=13%, signal=29%","ENSG00000138798/ENSG00000133101/ENSG00000173809/ENSG00000196074/ENSG00000141255/ENSG00000066923/ENSG00000152670/ENSG00000077935/ENSG00000163806/ENSG00000167014/ENSG00000249961/ENSG00000143452/ENSG00000137090/ENSG00000162039/ENSG00000204410/ENSG00000100814/ENSG00000181085/ENSG00000160207/ENSG00000100918/ENSG00000120498/ENSG00000203910/ENSG00000156509/ENSG00000175305/ENSG00000197275/ENSG00000013810/ENSG00000212916/ENSG00000123219/ENSG00000137807/ENSG00000080986/ENSG00000117650/ENSG00000163611/ENSG00000157456/ENSG00000113575/ENSG00000164114/ENSG00000168802/ENSG00000124688/ENSG00000109805/ENSG00000128944/ENSG00000121621/ENSG00000129810/ENSG00000136982/ENSG00000170312/ENSG00000112742/ENSG00000198901/ENSG00000138411/ENSG00000085999/ENSG00000146670/ENSG00000136122/ENSG00000177602/ENSG00000143228/ENSG00000051180/ENSG00000138778/ENSG00000178999/ENSG00000101350/ENSG00000087586/ENSG00000107831/ENSG00000288000/ENSG00000167842/ENSG00000134690/ENSG00000161800/ENSG00000127564/ENSG00000117724/ENSG00000166851/ENSG00000155657/ENSG00000112029/ENSG00000040275/ENSG00000149503/ENSG00000118193/ENSG00000110880/ENSG00000090889/ENSG00000126787/ENSG00000138182/ENSG00000169679/ENSG00000131747/ENSG00000068796/ENSG00000101057/ENSG00000175063/ENSG00000121152/ENSG00000088325/ENSG00000164109/ENSG00000146918/ENSG00000074054/ENSG00000179218/ENSG00000134057/ENSG00000144535/ENSG00000100462/ENSG00000132436/ENSG00000011426/ENSG00000136492/ENSG00000154429/ENSG00000198765/ENSG00000010292/ENSG00000176170/ENSG00000136824/ENSG00000086065/ENSG00000104983/ENSG00000113456/ENSG00000133302/ENSG00000187790/ENSG00000178295/ENSG00000159069/ENSG00000154473/ENSG00000154920/ENSG00000148773/ENSG00000053900/ENSG00000119906/ENSG00000198718","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
