"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","immune_system_processes","inflammatory_response","regulation_of_immune_system_processes","regulation_of_inflammatory_response","immune_response_regulating_signaling_pathway","cytokine_production"
"GO:0051301","GO:0051301","GO:0051301","cell division",435,-0.509874116905769,-1.66313113015846,1.88175569553309e-09,8.43183364573451e-07,7.22165014733093e-07,1920,"tags=22%, list=14%, signal=20%","ENSG00000074054/ENSG00000176248/ENSG00000184702/ENSG00000137601/ENSG00000108106/ENSG00000053900/ENSG00000164402/ENSG00000167244/ENSG00000164754/ENSG00000198783/ENSG00000114904/ENSG00000103540/ENSG00000100345/ENSG00000072864/ENSG00000110492/ENSG00000152684/ENSG00000168556/ENSG00000255346/ENSG00000154429/ENSG00000147874/ENSG00000068796/ENSG00000108100/ENSG00000213397/ENSG00000096093/ENSG00000214367/ENSG00000198765/ENSG00000075188/ENSG00000143228/ENSG00000151849/ENSG00000146425/ENSG00000141759/ENSG00000133101/ENSG00000133104/ENSG00000178996/ENSG00000136492/ENSG00000102981/ENSG00000146670/ENSG00000117632/ENSG00000138180/ENSG00000084764/ENSG00000164109/ENSG00000173207/ENSG00000133739/ENSG00000119969/ENSG00000161800/ENSG00000129810/ENSG00000161800/ENSG00000112029/ENSG00000177143/ENSG00000198901/ENSG00000105486/ENSG00000129534/ENSG00000178999/ENSG00000010292/ENSG00000040275/ENSG00000131351/ENSG00000149503/ENSG00000138182/ENSG00000075388/ENSG00000163611/ENSG00000159055/ENSG00000113296/ENSG00000167842/ENSG00000114346/ENSG00000165891/ENSG00000237649/ENSG00000121152/ENSG00000122966/ENSG00000166483/ENSG00000128944/ENSG00000136824/ENSG00000161888/ENSG00000186871/ENSG00000138182/ENSG00000129173/ENSG00000102901/ENSG00000137807/ENSG00000170312/ENSG00000013810/ENSG00000087586/ENSG00000175063/ENSG00000174442/ENSG00000109805/ENSG00000088325/ENSG00000136122/ENSG00000157456/ENSG00000120539/ENSG00000198901/ENSG00000137807/ENSG00000131747/ENSG00000152240/ENSG00000117650/ENSG00000089685/ENSG00000118193/ENSG00000146918/ENSG00000138778/ENSG00000169679/ENSG00000117724/ENSG00000011426/ENSG00000147082/ENSG00000136108/ENSG00000145386/ENSG00000090889/ENSG00000112984/ENSG00000142731/ENSG00000066279/ENSG00000162063/ENSG00000166851/ENSG00000134057/ENSG00000111665/ENSG00000080986/ENSG00000134690/ENSG00000119715","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002274","GO:0002274","GO:0002274","myeloid leukocyte activation",405,0.388327275015144,1.77459541279963,4.21523590011555e-09,1.61895167392295e-06,1.38659075661696e-06,2089,"tags=25%, list=15%, signal=23%","ENSG00000244734/ENSG00000244734/ENSG00000196664/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000137801/ENSG00000127951/ENSG00000103196/ENSG00000100292/ENSG00000176170/ENSG00000261371/ENSG00000123146/ENSG00000148346/ENSG00000101160/ENSG00000140678/ENSG00000127129/ENSG00000104419/ENSG00000143119/ENSG00000148346/ENSG00000198805/ENSG00000064601/ENSG00000244734/ENSG00000163191/ENSG00000170266/ENSG00000137509/ENSG00000185475/ENSG00000173372/ENSG00000110934/ENSG00000066336/ENSG00000109861/ENSG00000043462/ENSG00000188906/ENSG00000001036/ENSG00000158825/ENSG00000092531/ENSG00000010671/ENSG00000104763/ENSG00000196415/ENSG00000023697/ENSG00000109323/ENSG00000051620/ENSG00000102393/ENSG00000101425/ENSG00000049860/ENSG00000241839/ENSG00000110719/ENSG00000038002/ENSG00000196743/ENSG00000096968/ENSG00000165025/ENSG00000164713/ENSG00000197746/ENSG00000033627/ENSG00000174130/ENSG00000143162/ENSG00000141012/ENSG00000139370/ENSG00000130038/ENSG00000033327/ENSG00000000938/ENSG00000085719/ENSG00000185896/ENSG00000125810/ENSG00000197081/ENSG00000108405/ENSG00000103544/ENSG00000077585/ENSG00000204386/ENSG00000093072/ENSG00000177105/ENSG00000100299/ENSG00000110442/ENSG00000137265/ENSG00000151651/ENSG00000164733/ENSG00000198805/ENSG00000165168/ENSG00000127329/ENSG00000128340/ENSG00000115607/ENSG00000157404/ENSG00000105514/ENSG00000118432/ENSG00000066336/ENSG00000100554/ENSG00000204472/ENSG00000164251/ENSG00000138246/ENSG00000165379/ENSG00000114520/ENSG00000204386/ENSG00000068001/ENSG00000124126/ENSG00000163513/ENSG00000123685/ENSG00000196415/ENSG00000261371/ENSG00000183020/ENSG00000130038/ENSG00000197548/ENSG00000127129/ENSG00000134516/ENSG00000255587/ENSG00000160255/ENSG00000165102/ENSG00000101152/ENSG00000166825/ENSG00000108828/ENSG00000172057/ENSG00000025434/ENSG00000183020/ENSG00000196535/ENSG00000106348/ENSG00000100284/ENSG00000005893/ENSG00000171132/ENSG00000163754/ENSG00000180448/ENSG00000160796/ENSG00000166825/ENSG00000126368/ENSG00000099940/ENSG00000148444/ENSG00000101916/ENSG00000119655/ENSG00000166825/ENSG00000115828/ENSG00000168214/ENSG00000109270","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0060326","GO:0060326","GO:0060326","cell chemotaxis",170,0.511122935755911,2.10464194377227,1.0681902624904e-08,3.70413078163682e-06,3.17249340165443e-06,2141,"tags=32%, list=15%, signal=27%","ENSG00000160683/ENSG00000137801/ENSG00000141655/ENSG00000133789/ENSG00000113721/ENSG00000150455/ENSG00000174600/ENSG00000119630/ENSG00000162692/ENSG00000134830/ENSG00000154928/ENSG00000100600/ENSG00000099250/ENSG00000127129/ENSG00000179388/ENSG00000169508/ENSG00000146242/ENSG00000145147/ENSG00000198121/ENSG00000183087/ENSG00000182578/ENSG00000138135/ENSG00000173585/ENSG00000148400/ENSG00000110934/ENSG00000089060/ENSG00000136160/ENSG00000129048/ENSG00000141968/ENSG00000015413/ENSG00000107562/ENSG00000170962/ENSG00000166923/ENSG00000121966/ENSG00000166923/ENSG00000165025/ENSG00000019991/ENSG00000062598/ENSG00000129422/ENSG00000123358/ENSG00000057593/ENSG00000129048/ENSG00000177105/ENSG00000167207/ENSG00000151651/ENSG00000186810/ENSG00000128340/ENSG00000157404/ENSG00000172817/ENSG00000184588/ENSG00000120129/ENSG00000204472/ENSG00000164251/ENSG00000182578/ENSG00000124126/ENSG00000135046/ENSG00000128052/ENSG00000179934/ENSG00000099250/ENSG00000100311/ENSG00000127129/ENSG00000160255/ENSG00000128512/ENSG00000173585/ENSG00000133789/ENSG00000213949/ENSG00000148400/ENSG00000065675/ENSG00000121966/ENSG00000126353/ENSG00000271447","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0071103","GO:0071103","GO:0071103","DNA conformation change",204,-0.59007720079092,-1.86465128728034,1.10221485040337e-08,3.70413078163682e-06,3.17249340165443e-06,3471,"tags=47%, list=24%, signal=36%","ENSG00000189403/ENSG00000107815/ENSG00000047410/ENSG00000047410/ENSG00000105447/ENSG00000187790/ENSG00000145736/ENSG00000101596/ENSG00000141510/ENSG00000096717/ENSG00000181163/ENSG00000174953/ENSG00000128908/ENSG00000153044/ENSG00000175792/ENSG00000177302/ENSG00000156709/ENSG00000154767/ENSG00000112249/ENSG00000116478/ENSG00000163104/ENSG00000004700/ENSG00000111445/ENSG00000020922/ENSG00000145907/ENSG00000132475/ENSG00000151725/ENSG00000189060/ENSG00000188486/ENSG00000118900/ENSG00000189403/ENSG00000163918/ENSG00000143799/ENSG00000113522/ENSG00000156502/ENSG00000128513/ENSG00000138375/ENSG00000134452/ENSG00000101945/ENSG00000188486/ENSG00000175334/ENSG00000049541/ENSG00000075856/ENSG00000125398/ENSG00000178460/ENSG00000183207/ENSG00000132740/ENSG00000134283/ENSG00000187475/ENSG00000136936/ENSG00000140451/ENSG00000119335/ENSG00000106028/ENSG00000187475/ENSG00000162521/ENSG00000085999/ENSG00000187475/ENSG00000187475/ENSG00000102038/ENSG00000187475/ENSG00000198765/ENSG00000105011/ENSG00000160957/ENSG00000164104/ENSG00000112941/ENSG00000051180/ENSG00000136492/ENSG00000125398/ENSG00000100297/ENSG00000196497/ENSG00000112118/ENSG00000146670/ENSG00000133119/ENSG00000147316/ENSG00000197837/ENSG00000111877/ENSG00000136982/ENSG00000104738/ENSG00000132383/ENSG00000119969/ENSG00000102384/ENSG00000076003/ENSG00000129534/ENSG00000167670/ENSG00000073111/ENSG00000155657/ENSG00000013573/ENSG00000010292/ENSG00000149503/ENSG00000188486/ENSG00000188312/ENSG00000163312/ENSG00000101812/ENSG00000159055/ENSG00000166451/ENSG00000197275/ENSG00000068878/ENSG00000132780/ENSG00000121152/ENSG00000183598/ENSG00000136824/ENSG00000186871/ENSG00000102901/ENSG00000109805/ENSG00000188486/ENSG00000159259/ENSG00000131747/ENSG00000168802/ENSG00000100162/ENSG00000146918/ENSG00000123219/ENSG00000134057/ENSG00000111732","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0016126","GO:0016126","GO:0016126","sterol biosynthetic process",65,-0.733197727874941,-2.07864380675631,1.85613641559681e-08,5.87085029803767e-06,5.02823332398516e-06,1949,"tags=54%, list=14%, signal=47%","ENSG00000205808/ENSG00000278540/ENSG00000111684/ENSG00000132196/ENSG00000172893/ENSG00000015520/ENSG00000198911/ENSG00000170522/ENSG00000170271/ENSG00000118137/ENSG00000143815/ENSG00000099194/ENSG00000099194/ENSG00000100003/ENSG00000109929/ENSG00000130203/ENSG00000132196/ENSG00000001626/ENSG00000148377/ENSG00000167910/ENSG00000167508/ENSG00000166394/ENSG00000084674/ENSG00000099194/ENSG00000169710/ENSG00000079459/ENSG00000147383/ENSG00000116133/ENSG00000147155/ENSG00000160752/ENSG00000110921/ENSG00000149809/ENSG00000084674/ENSG00000001630/ENSG00000112972/ENSG00000052802/ENSG00000113161/ENSG00000133935/ENSG00000205808/ENSG00000160285/ENSG00000104549","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:1902653","GO:1902653","GO:1902653","secondary alcohol biosynthetic process",60,-0.742331071816724,-2.06602243054393,2.64813286997497e-08,7.49421602202917e-06,6.41860460173989e-06,1949,"tags=54%, list=14%, signal=47%","ENSG00000205808/ENSG00000278540/ENSG00000111684/ENSG00000132196/ENSG00000172893/ENSG00000015520/ENSG00000198911/ENSG00000170522/ENSG00000118137/ENSG00000143815/ENSG00000099194/ENSG00000099194/ENSG00000100003/ENSG00000109929/ENSG00000130203/ENSG00000132196/ENSG00000001626/ENSG00000148377/ENSG00000167910/ENSG00000167508/ENSG00000084674/ENSG00000099194/ENSG00000169710/ENSG00000079459/ENSG00000147383/ENSG00000116133/ENSG00000147155/ENSG00000160752/ENSG00000110921/ENSG00000149809/ENSG00000084674/ENSG00000001630/ENSG00000112972/ENSG00000052802/ENSG00000113161/ENSG00000205808/ENSG00000160285/ENSG00000104549","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050878","GO:0050878","GO:0050878","regulation of body fluid levels",335,0.394619868628779,1.70941267810867,8.60903323244363e-08,2.22799981077076e-05,1.90822492920569e-05,1265,"tags=18%, list=9%, signal=17%","ENSG00000213931/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000213931/ENSG00000244734/ENSG00000004939/ENSG00000244734/ENSG00000274286/ENSG00000178732/ENSG00000137801/ENSG00000213931/ENSG00000124491/ENSG00000169704/ENSG00000158856/ENSG00000115956/ENSG00000069018/ENSG00000106128/ENSG00000113389/ENSG00000160323/ENSG00000128271/ENSG00000158856/ENSG00000126562/ENSG00000169313/ENSG00000143278/ENSG00000177628/ENSG00000244734/ENSG00000183087/ENSG00000133019/ENSG00000137509/ENSG00000110080/ENSG00000161798/ENSG00000109758/ENSG00000043462/ENSG00000136160/ENSG00000141968/ENSG00000103647/ENSG00000111199/ENSG00000265107/ENSG00000164690/ENSG00000196415/ENSG00000154127/ENSG00000189114/ENSG00000184160/ENSG00000150594/ENSG00000149781/ENSG00000166501/ENSG00000170835/ENSG00000167601/ENSG00000138031/ENSG00000164111/ENSG00000161798/ENSG00000185532/ENSG00000142615/ENSG00000166501/ENSG00000096968/ENSG00000070193/ENSG00000165025/ENSG00000153208/ENSG00000151702/ENSG00000112499/ENSG00000159176/ENSG00000170835/ENSG00000174808/ENSG00000186115/ENSG00000057593/ENSG00000185022/ENSG00000108405/ENSG00000078295/ENSG00000066322/ENSG00000164220/ENSG00000174059/ENSG00000110756/ENSG00000198517/ENSG00000166333/ENSG00000265107","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0044772","GO:0044772","GO:0044772","mitotic cell cycle phase transition",424,-0.498590142937706,-1.62649354221524,1.13443114742587e-07,2.77265285441315e-05,2.37470634927665e-05,3330,"tags=38%, list=23%, signal=30%","ENSG00000101624/ENSG00000100902/ENSG00000155666/ENSG00000109917/ENSG00000153107/ENSG00000101224/ENSG00000176890/ENSG00000141510/ENSG00000124766/ENSG00000119541/ENSG00000102225/ENSG00000128908/ENSG00000205629/ENSG00000181817/ENSG00000165916/ENSG00000086827/ENSG00000022267/ENSG00000154611/ENSG00000142484/ENSG00000121774/ENSG00000164695/ENSG00000277791/ENSG00000154767/ENSG00000005249/ENSG00000108344/ENSG00000111907/ENSG00000135679/ENSG00000174672/ENSG00000089053/ENSG00000169016/ENSG00000100519/ENSG00000140534/ENSG00000020922/ENSG00000183765/ENSG00000167552/ENSG00000181965/ENSG00000148411/ENSG00000179051/ENSG00000100902/ENSG00000108465/ENSG00000131462/ENSG00000072864/ENSG00000008018/ENSG00000170027/ENSG00000175166/ENSG00000182325/ENSG00000108671/ENSG00000065328/ENSG00000099341/ENSG00000115738/ENSG00000097046/ENSG00000126457/ENSG00000136930/ENSG00000110200/ENSG00000128789/ENSG00000126067/ENSG00000144580/ENSG00000136811/ENSG00000154473/ENSG00000188229/ENSG00000168411/ENSG00000041357/ENSG00000131467/ENSG00000196230/ENSG00000145604/ENSG00000070808/ENSG00000183856/ENSG00000103035/ENSG00000100567/ENSG00000143106/ENSG00000074054/ENSG00000176248/ENSG00000108106/ENSG00000185627/ENSG00000135336/ENSG00000109132/ENSG00000100823/ENSG00000088986/ENSG00000149311/ENSG00000106462/ENSG00000053900/ENSG00000115233/ENSG00000164754/ENSG00000198783/ENSG00000188229/ENSG00000103540/ENSG00000006634/ENSG00000151247/ENSG00000127564/ENSG00000146143/ENSG00000072864/ENSG00000141577/ENSG00000188229/ENSG00000173692/ENSG00000116717/ENSG00000122641/ENSG00000013275/ENSG00000087191/ENSG00000115942/ENSG00000172273/ENSG00000106399/ENSG00000285816/ENSG00000147874/ENSG00000108100/ENSG00000213397/ENSG00000138411/ENSG00000163781/ENSG00000214367/ENSG00000092853/ENSG00000151849/ENSG00000101868/ENSG00000135083/ENSG00000112242/ENSG00000133101/ENSG00000075218/ENSG00000100297/ENSG00000112118/ENSG00000112312/ENSG00000146670/ENSG00000117748/ENSG00000103995/ENSG00000124688/ENSG00000121774/ENSG00000198835/ENSG00000164109/ENSG00000159147/ENSG00000173207/ENSG00000132646/ENSG00000105219/ENSG00000126001/ENSG00000104738/ENSG00000132383/ENSG00000283927/ENSG00000112029/ENSG00000076003/ENSG00000164815/ENSG00000178999/ENSG00000073111/ENSG00000040275/ENSG00000178295/ENSG00000131351/ENSG00000228716/ENSG00000068878/ENSG00000165891/ENSG00000132780/ENSG00000129355/ENSG00000171848/ENSG00000168309/ENSG00000128789/ENSG00000166483/ENSG00000129173/ENSG00000072571/ENSG00000170312/ENSG00000013810/ENSG00000087586/ENSG00000175063/ENSG00000088325/ENSG00000136122/ENSG00000157456/ENSG00000143476/ENSG00000120539/ENSG00000146648/ENSG00000152240/ENSG00000112742/ENSG00000117650/ENSG00000165304/ENSG00000118193/ENSG00000161692/ENSG00000138778/ENSG00000169679/ENSG00000117724/ENSG00000011426/ENSG00000147082/ENSG00000126787/ENSG00000100479/ENSG00000145386/ENSG00000111206/ENSG00000142731/ENSG00000162063/ENSG00000166851/ENSG00000134057/ENSG00000080986/ENSG00000138395/ENSG00000119715/ENSG00000122641/ENSG00000140015/ENSG00000136235","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0006613","GO:0006613","GO:0006613","cotranslational protein targeting to membrane",81,0.623922479966917,2.29401227599501,1.50073138633271e-07,3.36226361012958e-05,2.87969290140597e-05,3390,"tags=71%, list=24%, signal=55%","ENSG00000158552/ENSG00000233927/ENSG00000162244/ENSG00000231500/ENSG00000167526/ENSG00000164587/ENSG00000125691/ENSG00000182899/ENSG00000197756/ENSG00000174748/ENSG00000156482/ENSG00000171858/ENSG00000063177/ENSG00000145592/ENSG00000083845/ENSG00000142534/ENSG00000134419/ENSG00000109475/ENSG00000147604/ENSG00000182774/ENSG00000148303/ENSG00000105640/ENSG00000137154/ENSG00000112306/ENSG00000221983/ENSG00000108107/ENSG00000114391/ENSG00000161016/ENSG00000136942/ENSG00000142937/ENSG00000188846/ENSG00000198918/ENSG00000198242/ENSG00000110700/ENSG00000118181/ENSG00000166441/ENSG00000008988/ENSG00000170889/ENSG00000171863/ENSG00000108298/ENSG00000122406/ENSG00000105372/ENSG00000149273/ENSG00000131469/ENSG00000198755/ENSG00000145425/ENSG00000163682/ENSG00000142541/ENSG00000142676/ENSG00000089009/ENSG00000174444/ENSG00000122026/ENSG00000115268/ENSG00000130255/ENSG00000197958/ENSG00000172809/ENSG00000105193/ENSG00000065308/ENSG00000168028/ENSG00000058262","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0002685","GO:0002685","GO:0002685","regulation of leukocyte migration",119,0.534171332356518,2.09172132992207,2.1325314341882e-07,4.41023904678075e-05,3.77725709496898e-05,1506,"tags=25%, list=11%, signal=22%","ENSG00000137801/ENSG00000007908/ENSG00000112175/ENSG00000133789/ENSG00000150455/ENSG00000100292/ENSG00000174600/ENSG00000115232/ENSG00000119630/ENSG00000134830/ENSG00000122592/ENSG00000100600/ENSG00000127129/ENSG00000130300/ENSG00000169313/ENSG00000145147/ENSG00000183087/ENSG00000110080/ENSG00000182578/ENSG00000089060/ENSG00000107562/ENSG00000170962/ENSG00000166923/ENSG00000166923/ENSG00000171522/ENSG00000154721/ENSG00000129422/ENSG00000057593/ENSG00000177105/ENSG00000110651/ENSG00000189058/ENSG00000167207/ENSG00000151651/ENSG00000110651/ENSG00000186810/ENSG00000128340/ENSG00000157227/ENSG00000120129/ENSG00000204472/ENSG00000164251/ENSG00000182578","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"GO:0050817","GO:0050817","GO:0050817","coagulation",223,0.443940136143082,1.96026044971251,2.44036030487194e-07,4.85993235529498e-05,4.16240792741316e-05,1255,"tags=20%, list=9%, signal=18%","ENSG00000213931/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000213931/ENSG00000244734/ENSG00000004939/ENSG00000244734/ENSG00000274286/ENSG00000178732/ENSG00000137801/ENSG00000213931/ENSG00000124491/ENSG00000169704/ENSG00000158856/ENSG00000115956/ENSG00000069018/ENSG00000160323/ENSG00000128271/ENSG00000158856/ENSG00000169313/ENSG00000143278/ENSG00000244734/ENSG00000183087/ENSG00000137509/ENSG00000110080/ENSG00000109758/ENSG00000043462/ENSG00000141968/ENSG00000164690/ENSG00000196415/ENSG00000154127/ENSG00000189114/ENSG00000184160/ENSG00000150594/ENSG00000149781/ENSG00000166501/ENSG00000167601/ENSG00000164111/ENSG00000185532/ENSG00000142615/ENSG00000166501/ENSG00000096968/ENSG00000165025/ENSG00000153208/ENSG00000159176/ENSG00000186115/ENSG00000057593/ENSG00000185022/ENSG00000108405/ENSG00000164220/ENSG00000174059/ENSG00000110756/ENSG00000198517/ENSG00000166333","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0030168","GO:0030168","GO:0030168","platelet activation",107,0.573244964602291,2.23826912691247,3.72719724373118e-07,6.91073778604916e-05,5.91887039612483e-05,1149,"tags=23%, list=8%, signal=21%","ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000274286/ENSG00000178732/ENSG00000169704/ENSG00000158856/ENSG00000115956/ENSG00000069018/ENSG00000160323/ENSG00000158856/ENSG00000169313/ENSG00000244734/ENSG00000043462/ENSG00000141968/ENSG00000154127/ENSG00000189114/ENSG00000184160/ENSG00000150594/ENSG00000149781/ENSG00000166501/ENSG00000167601/ENSG00000185532/ENSG00000142615/ENSG00000166501/ENSG00000165025/ENSG00000153208/ENSG00000159176/ENSG00000108405/ENSG00000164220","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0065004","GO:0065004","GO:0065004","protein-DNA complex assembly",135,-0.612165741681115,-1.86890094273438,3.99563942114081e-07,7.16151772249138e-05,6.13365700613721e-05,2449,"tags=38%, list=17%, signal=32%","ENSG00000185024/ENSG00000117505/ENSG00000189060/ENSG00000188486/ENSG00000118900/ENSG00000189403/ENSG00000143799/ENSG00000188486/ENSG00000075856/ENSG00000135336/ENSG00000125398/ENSG00000178460/ENSG00000187475/ENSG00000136936/ENSG00000119335/ENSG00000013275/ENSG00000087191/ENSG00000187475/ENSG00000162521/ENSG00000106399/ENSG00000187475/ENSG00000187475/ENSG00000127616/ENSG00000187475/ENSG00000105011/ENSG00000164104/ENSG00000051180/ENSG00000125398/ENSG00000100297/ENSG00000196497/ENSG00000112118/ENSG00000112312/ENSG00000117748/ENSG00000127616/ENSG00000197837/ENSG00000104738/ENSG00000132383/ENSG00000135547/ENSG00000119969/ENSG00000102384/ENSG00000076003/ENSG00000129534/ENSG00000167670/ENSG00000073111/ENSG00000188486/ENSG00000188312/ENSG00000101812/ENSG00000159055/ENSG00000166451/ENSG00000167842/ENSG00000132780/ENSG00000183598/ENSG00000102901/ENSG00000188486/ENSG00000159259/ENSG00000100162/ENSG00000138778/ENSG00000117724/ENSG00000126787/ENSG00000123219","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0050853","GO:0050853","GO:0050853","B cell receptor signaling pathway",38,0.758379649402134,2.47457621648607,4.33478560959922e-07,7.51875555574677e-05,6.4396220855676e-05,1301,"tags=33%, list=9%, signal=30%","ENSG00000012124/ENSG00000211899/ENSG00000196092/ENSG00000105369/ENSG00000159216/ENSG00000131378/ENSG00000081189/ENSG00000010671/ENSG00000131378/ENSG00000166501/ENSG00000166501/ENSG00000165025/ENSG00000196950/ENSG00000110651/ENSG00000110651","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE"
"GO:0007098","GO:0007098","GO:0007098","centrosome cycle",95,-0.641138167726442,-1.88829445034134,5.44114895824106e-07,8.86577513589763e-05,7.59330994969845e-05,1678,"tags=34%, list=12%, signal=30%","ENSG00000103540/ENSG00000072864/ENSG00000141577/ENSG00000116717/ENSG00000044459/ENSG00000155380/ENSG00000147874/ENSG00000213397/ENSG00000139323/ENSG00000214367/ENSG00000151849/ENSG00000102981/ENSG00000103995/ENSG00000164118/ENSG00000147316/ENSG00000176225/ENSG00000074935/ENSG00000117155/ENSG00000196584/ENSG00000156876/ENSG00000126001/ENSG00000129810/ENSG00000166803/ENSG00000177143/ENSG00000178295/ENSG00000131351/ENSG00000163611/ENSG00000111554/ENSG00000170312/ENSG00000087586/ENSG00000152240/ENSG00000117650/ENSG00000123473/ENSG00000142731/ENSG00000162063/ENSG00000166851/ENSG00000080986","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0071824","GO:0071824","GO:0071824","protein-DNA complex subunit organization",160,-0.572904850003932,-1.7722998421434,1.22355966400098e-06,0.000168694367008545,0.000144482416464353,3290,"tags=40%, list=23%, signal=31%","ENSG00000145736/ENSG00000141510/ENSG00000181163/ENSG00000128908/ENSG00000066117/ENSG00000165916/ENSG00000153044/ENSG00000175792/ENSG00000143401/ENSG00000154767/ENSG00000185024/ENSG00000100519/ENSG00000147601/ENSG00000132475/ENSG00000151725/ENSG00000185024/ENSG00000117505/ENSG00000189060/ENSG00000188486/ENSG00000118900/ENSG00000189403/ENSG00000143799/ENSG00000178028/ENSG00000188486/ENSG00000075856/ENSG00000135336/ENSG00000125398/ENSG00000178460/ENSG00000187475/ENSG00000136936/ENSG00000119335/ENSG00000013275/ENSG00000087191/ENSG00000187475/ENSG00000162521/ENSG00000106399/ENSG00000187475/ENSG00000187475/ENSG00000127616/ENSG00000187475/ENSG00000105011/ENSG00000164104/ENSG00000051180/ENSG00000125398/ENSG00000100297/ENSG00000196497/ENSG00000112118/ENSG00000112312/ENSG00000117748/ENSG00000127616/ENSG00000197837/ENSG00000104738/ENSG00000132383/ENSG00000135547/ENSG00000119969/ENSG00000102384/ENSG00000076003/ENSG00000129534/ENSG00000167670/ENSG00000073111/ENSG00000188486/ENSG00000188312/ENSG00000101812/ENSG00000159055/ENSG00000166451/ENSG00000167842/ENSG00000068878/ENSG00000132780/ENSG00000183598/ENSG00000102901/ENSG00000188486/ENSG00000159259/ENSG00000100162/ENSG00000138778/ENSG00000117724/ENSG00000126787/ENSG00000123219","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"GO:0040013","GO:0040013","GO:0040013","negative regulation of locomotion",222,0.434615309167408,1.91130971279499,1.56147084325605e-06,0.000204060709105973,0.000174772785125462,2722,"tags=33%, list=19%, signal=27%","ENSG00000137801/ENSG00000162552/ENSG00000112175/ENSG00000175471/ENSG00000123612/ENSG00000163686/ENSG00000196090/ENSG00000146674/ENSG00000100292/ENSG00000134830/ENSG00000122592/ENSG00000106991/ENSG00000099250/ENSG00000128271/ENSG00000081189/ENSG00000101280/ENSG00000145147/ENSG00000164938/ENSG00000175471/ENSG00000116717/ENSG00000148400/ENSG00000128917/ENSG00000075213/ENSG00000197381/ENSG00000164690/ENSG00000015413/ENSG00000138623/ENSG00000107562/ENSG00000125249/ENSG00000182054/ENSG00000139146/ENSG00000108187/ENSG00000139567/ENSG00000166923/ENSG00000138623/ENSG00000166923/ENSG00000185532/ENSG00000171522/ENSG00000276644/ENSG00000185033/ENSG00000100065/ENSG00000153993/ENSG00000173334/ENSG00000082684/ENSG00000189058/ENSG00000187391/ENSG00000109062/ENSG00000138061/ENSG00000118689/ENSG00000168675/ENSG00000129244/ENSG00000153233/ENSG00000163217/ENSG00000166780/ENSG00000095539/ENSG00000120129/ENSG00000204472/ENSG00000173269/ENSG00000168758/ENSG00000068001/ENSG00000164741/ENSG00000089820/ENSG00000103034/ENSG00000006638/ENSG00000108187/ENSG00000099250/ENSG00000123384/ENSG00000196369/ENSG00000184113/ENSG00000106511/ENSG00000122707/ENSG00000089820/ENSG00000173482/ENSG00000148400/ENSG00000196220/ENSG00000271447/ENSG00000116044/ENSG00000091879/ENSG00000196104/ENSG00000143418/ENSG00000092421/ENSG00000140526/ENSG00000181467/ENSG00000066056/ENSG00000169855/ENSG00000159167/ENSG00000143537/ENSG00000143434/ENSG00000105894/ENSG00000167680/ENSG00000113369/ENSG00000107937/ENSG00000100105/ENSG00000107562/ENSG00000169057/ENSG00000171791/ENSG00000197635","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
