"","X","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","immune_system_processes","inflammatory_response","regulation_of_immune_system_processes","regulation_of_inflammatory_response"
"GO:0032675","GO:0032675","GO:0032675","regulation of interleukin-6 production",75,0.602832012738482,2.16701739073932,5.04109751005786e-06,0.00219145803275478,0.00187490844907608,2471,"tags=38%, list=16%, signal=32%","ENSG00000196664/ENSG00000172247/ENSG00000112116/ENSG00000150455/ENSG00000267200/ENSG00000163794/ENSG00000028277/ENSG00000134830/ENSG00000135334/ENSG00000101425/ENSG00000165025/ENSG00000168918/ENSG00000197971/ENSG00000177628/ENSG00000125538/ENSG00000167207/ENSG00000183087/ENSG00000174130/ENSG00000204472/ENSG00000101916/ENSG00000187796/ENSG00000019991/ENSG00000169129/ENSG00000101425/ENSG00000172216/ENSG00000164251/ENSG00000160703/ENSG00000051523/ENSG00000068001/ENSG00000163874/ENSG00000204305/ENSG00000115267/ENSG00000111679/ENSG00000104312/ENSG00000103653/ENSG00000118503","FALSE","FALSE","FALSE","FALSE"
"GO:0006260","GO:0006260","GO:0006260","DNA replication",216,-0.54131018126356,-1.67860835092415,6.57121435518675e-06,0.00219145803275478,0.00187490844907608,3539,"tags=45%, list=23%, signal=35%","ENSG00000161036/ENSG00000111445/ENSG00000084073/ENSG00000109917/ENSG00000140521/ENSG00000113456/ENSG00000140534/ENSG00000131153/ENSG00000166508/ENSG00000106399/ENSG00000049541/ENSG00000187790/ENSG00000198783/ENSG00000177302/ENSG00000256525/ENSG00000198900/ENSG00000121988/ENSG00000178295/ENSG00000168411/ENSG00000128951/ENSG00000113318/ENSG00000006634/ENSG00000183765/ENSG00000165283/ENSG00000167325/ENSG00000062822/ENSG00000020922/ENSG00000172613/ENSG00000107815/ENSG00000204371/ENSG00000163918/ENSG00000135336/ENSG00000178966/ENSG00000101347/ENSG00000134452/ENSG00000149136/ENSG00000140451/ENSG00000138375/ENSG00000048392/ENSG00000152193/ENSG00000149311/ENSG00000132740/ENSG00000097046/ENSG00000146143/ENSG00000154920/ENSG00000162521/ENSG00000101868/ENSG00000136492/ENSG00000112312/ENSG00000138376/ENSG00000092853/ENSG00000065328/ENSG00000117748/ENSG00000174371/ENSG00000160957/ENSG00000160949/ENSG00000285816/ENSG00000163781/ENSG00000112118/ENSG00000181938/ENSG00000119335/ENSG00000178460/ENSG00000115942/ENSG00000111877/ENSG00000100297/ENSG00000143971/ENSG00000106028/ENSG00000133119/ENSG00000051180/ENSG00000198554/ENSG00000162599/ENSG00000076003/ENSG00000166803/ENSG00000132646/ENSG00000129173/ENSG00000147536/ENSG00000159147/ENSG00000167670/ENSG00000167325/ENSG00000105486/ENSG00000104738/ENSG00000171848/ENSG00000136982/ENSG00000132383/ENSG00000132780/ENSG00000013573/ENSG00000170312/ENSG00000073111/ENSG00000204086/ENSG00000162599/ENSG00000171320/ENSG00000112029/ENSG00000146648/ENSG00000164815/ENSG00000165891/ENSG00000138798/ENSG00000183763/ENSG00000145386/ENSG00000143476/ENSG00000146263/ENSG00000111328/ENSG00000159259/ENSG00000113575/ENSG00000168802/ENSG00000161692/ENSG00000100479/ENSG00000111732/ENSG00000263761","FALSE","FALSE","FALSE","FALSE"
"GO:0001819","GO:0001819","GO:0001819","positive regulation of cytokine production",241,0.411880230905676,1.70230628351149,6.81504767717024e-06,0.00219145803275478,0.00187490844907608,2025,"tags=14%, list=13%, signal=12%","ENSG00000113302/ENSG00000172458/ENSG00000144381/ENSG00000189403/ENSG00000182985/ENSG00000069399/ENSG00000073150/ENSG00000177663/ENSG00000149295/ENSG00000105246/ENSG00000164104/ENSG00000110218/ENSG00000163702/ENSG00000136574/ENSG00000141433/ENSG00000135744/ENSG00000120738/ENSG00000198794/ENSG00000168811/ENSG00000172247/ENSG00000188372/ENSG00000111640/ENSG00000091972/ENSG00000141433/ENSG00000154342/ENSG00000028277/ENSG00000120738/ENSG00000187554/ENSG00000100292/ENSG00000111537/ENSG00000167191/ENSG00000100078/ENSG00000154143/ENSG00000135046/ENSG00000167711/ENSG00000125730/ENSG00000198794/ENSG00000125730/ENSG00000106804/ENSG00000125730/ENSG00000168811/ENSG00000113302/ENSG00000263761/ENSG00000188372","FALSE","FALSE","FALSE","FALSE"
"GO:0042110","GO:0042110","GO:0042110","T cell activation",263,0.415839936813837,1.73400272771848,6.87506733475728e-06,0.00219145803275478,0.00187490844907608,2885,"tags=31%, list=19%, signal=26%","ENSG00000171522/ENSG00000109101/ENSG00000124215/ENSG00000147437/ENSG00000175097/ENSG00000138795/ENSG00000162552/ENSG00000127951/ENSG00000188372/ENSG00000159216/ENSG00000134321/ENSG00000077420/ENSG00000162692/ENSG00000179388/ENSG00000169508/ENSG00000119919/ENSG00000135047/ENSG00000173585/ENSG00000141968/ENSG00000160199/ENSG00000165025/ENSG00000177628/ENSG00000101082/ENSG00000164690/ENSG00000106003/ENSG00000188372/ENSG00000135047/ENSG00000125538/ENSG00000184916/ENSG00000128917/ENSG00000167207/ENSG00000164430/ENSG00000128340/ENSG00000197329/ENSG00000112576/ENSG00000137265/ENSG00000152518/ENSG00000119457/ENSG00000110719/ENSG00000134516/ENSG00000177425/ENSG00000124126/ENSG00000125735/ENSG00000168071/ENSG00000204472/ENSG00000122122/ENSG00000151651/ENSG00000171522/ENSG00000100351/ENSG00000108175/ENSG00000100097/ENSG00000119919/ENSG00000056586/ENSG00000204103/ENSG00000163513/ENSG00000114315/ENSG00000131188/ENSG00000156127/ENSG00000198286/ENSG00000102524/ENSG00000072274/ENSG00000110651/ENSG00000172216/ENSG00000184916/ENSG00000105122/ENSG00000164251/ENSG00000166949/ENSG00000198846/ENSG00000102879/ENSG00000165240/ENSG00000168421/ENSG00000163874/ENSG00000136167/ENSG00000131507/ENSG00000065000/ENSG00000157404/ENSG00000204305/ENSG00000125735/ENSG00000076641/ENSG00000065675/ENSG00000111679/ENSG00000104312/ENSG00000103653/ENSG00000197635/ENSG00000136630/ENSG00000151651/ENSG00000110651/ENSG00000020633/ENSG00000184916/ENSG00000143772/ENSG00000138814/ENSG00000127152/ENSG00000198805/ENSG00000173757/ENSG00000163874/ENSG00000077420/ENSG00000173585/ENSG00000160685/ENSG00000157404/ENSG00000081181/ENSG00000135046/ENSG00000158092/ENSG00000124145/ENSG00000147065/ENSG00000126353/ENSG00000164251/ENSG00000105974/ENSG00000143507/ENSG00000107099","TRUE","FALSE","FALSE","FALSE"
"GO:0050804","GO:0050804","GO:0050804","modulation of chemical synaptic transmission",339,0.382911187785362,1.67107317119196,7.09135018542885e-06,0.00219145803275478,0.00187490844907608,2636,"tags=24%, list=17%, signal=20%","ENSG00000102003/ENSG00000087191/ENSG00000146006/ENSG00000165802/ENSG00000070808/ENSG00000075073/ENSG00000164742/ENSG00000198400/ENSG00000176248/ENSG00000105737/ENSG00000158258/ENSG00000137312/ENSG00000080845/ENSG00000105464/ENSG00000148408/ENSG00000075429/ENSG00000153707/ENSG00000186868/ENSG00000010810/ENSG00000160446/ENSG00000151247/ENSG00000141837/ENSG00000197555/ENSG00000196277/ENSG00000179915/ENSG00000169071/ENSG00000144290/ENSG00000171189/ENSG00000084112/ENSG00000177380/ENSG00000130203/ENSG00000182771/ENSG00000163485/ENSG00000196338/ENSG00000168309/ENSG00000106236/ENSG00000149295/ENSG00000148948/ENSG00000215045/ENSG00000234965/ENSG00000158258/ENSG00000179603/ENSG00000198785/ENSG00000176884/ENSG00000105649/ENSG00000006116/ENSG00000162631/ENSG00000114646/ENSG00000107130/ENSG00000141433/ENSG00000118946/ENSG00000188803/ENSG00000180914/ENSG00000144619/ENSG00000004468/ENSG00000184845/ENSG00000155886/ENSG00000011347/ENSG00000084112/ENSG00000184702/ENSG00000132535/ENSG00000181790/ENSG00000213578/ENSG00000036530/ENSG00000169760/ENSG00000188803/ENSG00000176884/ENSG00000168748/ENSG00000167371/ENSG00000141433/ENSG00000154146/ENSG00000135643/ENSG00000154342/ENSG00000100678/ENSG00000146648/ENSG00000164850/ENSG00000140563/ENSG00000166900/ENSG00000166342/ENSG00000141985/ENSG00000006116/ENSG00000273079/ENSG00000177807/ENSG00000188803/ENSG00000136854/ENSG00000109991/ENSG00000108231/ENSG00000058335/ENSG00000147465/ENSG00000101489/ENSG00000116147/ENSG00000172137/ENSG00000165246/ENSG00000156395/ENSG00000148948/ENSG00000161509/ENSG00000105464/ENSG00000168959/ENSG00000108852/ENSG00000154118/ENSG00000170759/ENSG00000234965/ENSG00000127838/ENSG00000166862/ENSG00000186868/ENSG00000156642/ENSG00000166862/ENSG00000170759/ENSG00000106113/ENSG00000152822/ENSG00000018625/ENSG00000164082/ENSG00000161509/ENSG00000171246/ENSG00000105605/ENSG00000118160","FALSE","FALSE","FALSE","FALSE"
"GO:0099177","GO:0099177","GO:0099177","regulation of trans-synaptic signaling",339,0.382911187785362,1.67107317119196,7.09135018542885e-06,0.00219145803275478,0.00187490844907608,2636,"tags=24%, list=17%, signal=20%","ENSG00000102003/ENSG00000087191/ENSG00000146006/ENSG00000165802/ENSG00000070808/ENSG00000075073/ENSG00000164742/ENSG00000198400/ENSG00000176248/ENSG00000105737/ENSG00000158258/ENSG00000137312/ENSG00000080845/ENSG00000105464/ENSG00000148408/ENSG00000075429/ENSG00000153707/ENSG00000186868/ENSG00000010810/ENSG00000160446/ENSG00000151247/ENSG00000141837/ENSG00000197555/ENSG00000196277/ENSG00000179915/ENSG00000169071/ENSG00000144290/ENSG00000171189/ENSG00000084112/ENSG00000177380/ENSG00000130203/ENSG00000182771/ENSG00000163485/ENSG00000196338/ENSG00000168309/ENSG00000106236/ENSG00000149295/ENSG00000148948/ENSG00000215045/ENSG00000234965/ENSG00000158258/ENSG00000179603/ENSG00000198785/ENSG00000176884/ENSG00000105649/ENSG00000006116/ENSG00000162631/ENSG00000114646/ENSG00000107130/ENSG00000141433/ENSG00000118946/ENSG00000188803/ENSG00000180914/ENSG00000144619/ENSG00000004468/ENSG00000184845/ENSG00000155886/ENSG00000011347/ENSG00000084112/ENSG00000184702/ENSG00000132535/ENSG00000181790/ENSG00000213578/ENSG00000036530/ENSG00000169760/ENSG00000188803/ENSG00000176884/ENSG00000168748/ENSG00000167371/ENSG00000141433/ENSG00000154146/ENSG00000135643/ENSG00000154342/ENSG00000100678/ENSG00000146648/ENSG00000164850/ENSG00000140563/ENSG00000166900/ENSG00000166342/ENSG00000141985/ENSG00000006116/ENSG00000273079/ENSG00000177807/ENSG00000188803/ENSG00000136854/ENSG00000109991/ENSG00000108231/ENSG00000058335/ENSG00000147465/ENSG00000101489/ENSG00000116147/ENSG00000172137/ENSG00000165246/ENSG00000156395/ENSG00000148948/ENSG00000161509/ENSG00000105464/ENSG00000168959/ENSG00000108852/ENSG00000154118/ENSG00000170759/ENSG00000234965/ENSG00000127838/ENSG00000166862/ENSG00000186868/ENSG00000156642/ENSG00000166862/ENSG00000170759/ENSG00000106113/ENSG00000152822/ENSG00000018625/ENSG00000164082/ENSG00000161509/ENSG00000171246/ENSG00000105605/ENSG00000118160","FALSE","FALSE","FALSE","FALSE"
"GO:0008217","GO:0008217","GO:0008217","regulation of blood pressure",119,0.524974753422332,2.02328165275626,8.33553860019948e-06,0.00239010601546772,0.00204486232253093,2012,"tags=30%, list=13%, signal=27%","ENSG00000244734/ENSG00000207864/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000244734/ENSG00000274286/ENSG00000151617/ENSG00000101405/ENSG00000122585/ENSG00000244734/ENSG00000151617/ENSG00000163794/ENSG00000095303/ENSG00000113389/ENSG00000244734/ENSG00000177674/ENSG00000162545/ENSG00000102032/ENSG00000100292/ENSG00000118432/ENSG00000101160/ENSG00000121064/ENSG00000136160/ENSG00000120907/ENSG00000164326/ENSG00000170214/ENSG00000103647/ENSG00000137509/ENSG00000265107/ENSG00000183087/ENSG00000139567/ENSG00000127129/ENSG00000108405/ENSG00000186115/ENSG00000265107/ENSG00000151577/ENSG00000170214/ENSG00000176387/ENSG00000100311/ENSG00000128165/ENSG00000127129/ENSG00000169252/ENSG00000043591/ENSG00000073756/ENSG00000143839/ENSG00000169836/ENSG00000145244/ENSG00000164251/ENSG00000166949","FALSE","FALSE","FALSE","FALSE"
"GO:0006281","GO:0006281","GO:0006281","DNA repair",415,-0.480571955743856,-1.5372072132101,9.9740489384302e-06,0.00261359089533841,0.00223606547734726,4728,"tags=49%, list=31%, signal=35%","ENSG00000091483/ENSG00000124535/ENSG00000158161/ENSG00000181222/ENSG00000104889/ENSG00000048028/ENSG00000227345/ENSG00000143624/ENSG00000103194/ENSG00000168090/ENSG00000122512/ENSG00000134480/ENSG00000112249/ENSG00000204991/ENSG00000198890/ENSG00000014824/ENSG00000169188/ENSG00000138311/ENSG00000163961/ENSG00000225830/ENSG00000163840/ENSG00000108055/ENSG00000151657/ENSG00000110768/ENSG00000189403/ENSG00000174405/ENSG00000169689/ENSG00000128908/ENSG00000004700/ENSG00000113522/ENSG00000105325/ENSG00000188486/ENSG00000164190/ENSG00000119906/ENSG00000141499/ENSG00000187555/ENSG00000067369/ENSG00000189046/ENSG00000160551/ENSG00000141030/ENSG00000096717/ENSG00000070950/ENSG00000115392/ENSG00000069275/ENSG00000035928/ENSG00000149923/ENSG00000175073/ENSG00000083642/ENSG00000141510/ENSG00000166199/ENSG00000118655/ENSG00000169189/ENSG00000165280/ENSG00000123562/ENSG00000102978/ENSG00000181163/ENSG00000198924/ENSG00000107949/ENSG00000140455/ENSG00000103152/ENSG00000277157/ENSG00000133302/ENSG00000079616/ENSG00000093009/ENSG00000054965/ENSG00000111445/ENSG00000084073/ENSG00000115274/ENSG00000140521/ENSG00000113456/ENSG00000140534/ENSG00000152457/ENSG00000131153/ENSG00000111358/ENSG00000166508/ENSG00000164104/ENSG00000106399/ENSG00000148153/ENSG00000049541/ENSG00000187790/ENSG00000004487/ENSG00000198783/ENSG00000221829/ENSG00000137337/ENSG00000256525/ENSG00000154767/ENSG00000145736/ENSG00000121988/ENSG00000122678/ENSG00000178295/ENSG00000110107/ENSG00000183207/ENSG00000168411/ENSG00000113318/ENSG00000087206/ENSG00000112039/ENSG00000114026/ENSG00000116717/ENSG00000130726/ENSG00000115233/ENSG00000183765/ENSG00000134278/ENSG00000163104/ENSG00000062822/ENSG00000054796/ENSG00000064655/ENSG00000170430/ENSG00000169592/ENSG00000020922/ENSG00000172613/ENSG00000101442/ENSG00000136319/ENSG00000163918/ENSG00000178966/ENSG00000183624/ENSG00000101347/ENSG00000134452/ENSG00000132436/ENSG00000143799/ENSG00000149136/ENSG00000140451/ENSG00000077152/ENSG00000100823/ENSG00000175792/ENSG00000138375/ENSG00000198690/ENSG00000048392/ENSG00000147400/ENSG00000178028/ENSG00000149311/ENSG00000214941/ENSG00000141255/ENSG00000132740/ENSG00000162039/ENSG00000097046/ENSG00000163029/ENSG00000089280/ENSG00000154920/ENSG00000183161/ENSG00000158169/ENSG00000101868/ENSG00000011485/ENSG00000188486/ENSG00000136492/ENSG00000138376/ENSG00000092853/ENSG00000172273/ENSG00000085999/ENSG00000189403/ENSG00000117748/ENSG00000181544/ENSG00000174371/ENSG00000160957/ENSG00000116062/ENSG00000198765/ENSG00000160117/ENSG00000112941/ENSG00000140525/ENSG00000156384/ENSG00000160949/ENSG00000136518/ENSG00000163781/ENSG00000124795/ENSG00000112319/ENSG00000112118/ENSG00000125319/ENSG00000109674/ENSG00000178460/ENSG00000164104/ENSG00000196584/ENSG00000111877/ENSG00000100297/ENSG00000083093/ENSG00000095002/ENSG00000143971/ENSG00000133119/ENSG00000129355/ENSG00000051180/ENSG00000198554/ENSG00000076003/ENSG00000197837/ENSG00000166803/ENSG00000132646/ENSG00000111802/ENSG00000177143/ENSG00000147536/ENSG00000185504/ENSG00000109685/ENSG00000167670/ENSG00000105486/ENSG00000175854/ENSG00000204410/ENSG00000104738/ENSG00000132383/ENSG00000276043/ENSG00000188486/ENSG00000163312/ENSG00000146670/ENSG00000076248/ENSG00000111802/ENSG00000160207/ENSG00000197275/ENSG00000100918/ENSG00000070193/ENSG00000013573/ENSG00000170312/ENSG00000073111/ENSG00000204086/ENSG00000188486/ENSG00000171320/ENSG00000146648/ENSG00000183763/ENSG00000143476/ENSG00000146263/ENSG00000185480/ENSG00000159259/ENSG00000111206/ENSG00000078900/ENSG00000068878/ENSG00000101204/ENSG00000100479/ENSG00000104313","FALSE","FALSE","FALSE","FALSE"
"GO:0032635","GO:0032635","GO:0032635","interleukin-6 production",76,0.597114188650372,2.15136608142295,1.00744142441459e-05,0.00261359089533841,0.00223606547734726,2471,"tags=38%, list=16%, signal=32%","ENSG00000196664/ENSG00000172247/ENSG00000112116/ENSG00000150455/ENSG00000267200/ENSG00000163794/ENSG00000028277/ENSG00000134830/ENSG00000135334/ENSG00000101425/ENSG00000165025/ENSG00000168918/ENSG00000197971/ENSG00000177628/ENSG00000125538/ENSG00000167207/ENSG00000183087/ENSG00000174130/ENSG00000204472/ENSG00000101916/ENSG00000187796/ENSG00000019991/ENSG00000169129/ENSG00000101425/ENSG00000172216/ENSG00000164251/ENSG00000160703/ENSG00000051523/ENSG00000068001/ENSG00000163874/ENSG00000204305/ENSG00000115267/ENSG00000111679/ENSG00000104312/ENSG00000103653/ENSG00000118503","FALSE","FALSE","FALSE","FALSE"
"GO:0048872","GO:0048872","GO:0048872","homeostasis of number of cells",184,0.451167199909075,1.83367823419332,1.09678759089788e-05,0.00271604490691438,0.00232372031219894,2290,"tags=22%, list=15%, signal=19%","ENSG00000109101/ENSG00000004939/ENSG00000158578/ENSG00000069122/ENSG00000204389/ENSG00000162367/ENSG00000158856/ENSG00000158856/ENSG00000169508/ENSG00000100292/ENSG00000119919/ENSG00000178467/ENSG00000081189/ENSG00000066336/ENSG00000134954/ENSG00000160199/ENSG00000168918/ENSG00000177628/ENSG00000066336/ENSG00000171456/ENSG00000204389/ENSG00000148400/ENSG00000184371/ENSG00000143195/ENSG00000118689/ENSG00000135905/ENSG00000119457/ENSG00000110719/ENSG00000153208/ENSG00000143479/ENSG00000126603/ENSG00000096968/ENSG00000125735/ENSG00000105612/ENSG00000122122/ENSG00000139370/ENSG00000179348/ENSG00000136603/ENSG00000119919/ENSG00000056586/ENSG00000204103/ENSG00000180353/ENSG00000167601/ENSG00000198286/ENSG00000120279/ENSG00000102524/ENSG00000184588/ENSG00000102879/ENSG00000183018/ENSG00000023330/ENSG00000144659/ENSG00000107798/ENSG00000123143/ENSG00000157404/ENSG00000125735","FALSE","FALSE","FALSE","FALSE"
"GO:0006614","GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane",77,0.583729840544046,2.08240876946358,1.37916662304717e-05,0.00319126200523981,0.00273029371651633,4538,"tags=76%, list=30%, signal=54%","ENSG00000186468/ENSG00000233927/ENSG00000162244/ENSG00000125691/ENSG00000182899/ENSG00000158552/ENSG00000197756/ENSG00000171858/ENSG00000164587/ENSG00000231500/ENSG00000142534/ENSG00000063177/ENSG00000134419/ENSG00000156482/ENSG00000145592/ENSG00000174748/ENSG00000148303/ENSG00000083845/ENSG00000161016/ENSG00000137154/ENSG00000112306/ENSG00000109475/ENSG00000108107/ENSG00000105640/ENSG00000166441/ENSG00000136942/ENSG00000149273/ENSG00000147604/ENSG00000142937/ENSG00000110700/ENSG00000163682/ENSG00000008988/ENSG00000198918/ENSG00000221983/ENSG00000145425/ENSG00000131469/ENSG00000114391/ENSG00000118181/ENSG00000198242/ENSG00000108298/ENSG00000188846/ENSG00000142541/ENSG00000182774/ENSG00000171863/ENSG00000122406/ENSG00000172809/ENSG00000198755/ENSG00000130255/ENSG00000167526/ENSG00000197958/ENSG00000170889/ENSG00000174444/ENSG00000142676/ENSG00000122026/ENSG00000105193/ENSG00000105372/ENSG00000058262/ENSG00000137818/ENSG00000115268/ENSG00000168028/ENSG00000089157","FALSE","FALSE","FALSE","FALSE"
"GO:0007059","GO:0007059","GO:0007059","chromosome segregation",228,-0.52783280852033,-1.64380186726033,1.90920827347138e-05,0.0037518860070396,0.0032099372515595,4416,"tags=48%, list=29%, signal=35%","ENSG00000108055/ENSG00000175203/ENSG00000173273/ENSG00000169689/ENSG00000128908/ENSG00000105173/ENSG00000144535/ENSG00000164190/ENSG00000119906/ENSG00000101421/ENSG00000205629/ENSG00000047410/ENSG00000070950/ENSG00000176623/ENSG00000175305/ENSG00000077097/ENSG00000083642/ENSG00000164695/ENSG00000182628/ENSG00000198586/ENSG00000110200/ENSG00000047410/ENSG00000133302/ENSG00000079616/ENSG00000086827/ENSG00000153107/ENSG00000131462/ENSG00000116213/ENSG00000213024/ENSG00000175334/ENSG00000058804/ENSG00000152253/ENSG00000072864/ENSG00000160602/ENSG00000187790/ENSG00000177302/ENSG00000198900/ENSG00000089053/ENSG00000178295/ENSG00000128789/ENSG00000196074/ENSG00000163104/ENSG00000054796/ENSG00000020922/ENSG00000154473/ENSG00000179051/ENSG00000181085/ENSG00000178966/ENSG00000053900/ENSG00000212916/ENSG00000149311/ENSG00000086065/ENSG00000141255/ENSG00000072864/ENSG00000162039/ENSG00000163029/ENSG00000154920/ENSG00000083535/ENSG00000136492/ENSG00000143228/ENSG00000198765/ENSG00000112941/ENSG00000077935/ENSG00000161800/ENSG00000138411/ENSG00000120498/ENSG00000124688/ENSG00000040275/ENSG00000143452/ENSG00000237649/ENSG00000075188/ENSG00000198901/ENSG00000167842/ENSG00000114346/ENSG00000164109/ENSG00000129810/ENSG00000010292/ENSG00000166451/ENSG00000149503/ENSG00000100814/ENSG00000136824/ENSG00000128944/ENSG00000136982/ENSG00000161800/ENSG00000175063/ENSG00000249961/ENSG00000118193/ENSG00000146670/ENSG00000089685/ENSG00000159055/ENSG00000198901/ENSG00000155657/ENSG00000090889/ENSG00000178999/ENSG00000148773/ENSG00000121152/ENSG00000102901/ENSG00000100918/ENSG00000013573/ENSG00000066923/ENSG00000163611/ENSG00000146918/ENSG00000121621/ENSG00000177602/ENSG00000137807/ENSG00000171320/ENSG00000013810/ENSG00000109805/ENSG00000137807/ENSG00000138778/ENSG00000077935/ENSG00000117724/ENSG00000112029/ENSG00000112742/ENSG00000131747/ENSG00000172680/ENSG00000166851/ENSG00000126787/ENSG00000169679/ENSG00000117650/ENSG00000198901/ENSG00000134057/ENSG00000134690/ENSG00000080986/ENSG00000128789/ENSG00000168802/ENSG00000123219","FALSE","FALSE","FALSE","FALSE"
"GO:0019932","GO:0019932","GO:0019932","second-messenger-mediated signaling",210,0.414280794211901,1.67651445022037,2.10697310030587e-05,0.0039582032587815,0.00338645259098162,1489,"tags=14%, list=10%, signal=12%","ENSG00000172399/ENSG00000141433/ENSG00000135744/ENSG00000069482/ENSG00000166006/ENSG00000143318/ENSG00000171735/ENSG00000163576/ENSG00000128655/ENSG00000176884/ENSG00000141433/ENSG00000157219/ENSG00000146648/ENSG00000065989/ENSG00000171596/ENSG00000114757/ENSG00000173598/ENSG00000140563/ENSG00000283927/ENSG00000130529/ENSG00000273079/ENSG00000121753/ENSG00000109991/ENSG00000113575/ENSG00000078295/ENSG00000136931/ENSG00000161509/ENSG00000105464/ENSG00000168959/ENSG00000186868/ENSG00000017427/ENSG00000248746/ENSG00000177791/ENSG00000018625/ENSG00000161509/ENSG00000118160/ENSG00000177791/ENSG00000143318","FALSE","FALSE","FALSE","FALSE"
"GO:0040013","GO:0040013","GO:0040013","negative regulation of locomotion",233,0.409700421351778,1.65821260945708,2.38430287637872e-05,0.00421340480262169,0.00360479103215257,2338,"tags=25%, list=15%, signal=22%","ENSG00000171522/ENSG00000284202/ENSG00000185737/ENSG00000137801/ENSG00000175471/ENSG00000147437/ENSG00000112175/ENSG00000163686/ENSG00000123612/ENSG00000267200/ENSG00000162552/ENSG00000196090/ENSG00000146674/ENSG00000128271/ENSG00000134830/ENSG00000101280/ENSG00000100292/ENSG00000106991/ENSG00000122592/ENSG00000081189/ENSG00000099250/ENSG00000105509/ENSG00000075213/ENSG00000276644/ENSG00000175471/ENSG00000138623/ENSG00000164938/ENSG00000164690/ENSG00000148400/ENSG00000128917/ENSG00000185532/ENSG00000015413/ENSG00000139567/ENSG00000116717/ENSG00000182054/ENSG00000187391/ENSG00000118689/ENSG00000184113/ENSG00000139146/ENSG00000107562/ENSG00000108187/ENSG00000204472/ENSG00000173334/ENSG00000082684/ENSG00000171522/ENSG00000166923/ENSG00000153233/ENSG00000168675/ENSG00000089820/ENSG00000168329/ENSG00000166923/ENSG00000153993/ENSG00000103034/ENSG00000145147/ENSG00000091879/ENSG00000189058/ENSG00000107562/ENSG00000095539/ENSG00000196220/ENSG00000138623/ENSG00000109062/ENSG00000185033/ENSG00000196369/ENSG00000100065/ENSG00000196104/ENSG00000199150/ENSG00000123384/ENSG00000168758/ENSG00000068001/ENSG00000133121/ENSG00000271447/ENSG00000173269/ENSG00000151490/ENSG00000129244/ENSG00000116044/ENSG00000159167/ENSG00000136826/ENSG00000143434","FALSE","FALSE","FALSE","FALSE"
"GO:1902532","GO:1902532","GO:1902532","negative regulation of intracellular signal transduction",364,0.361570954554313,1.61475761471941,2.39749539062541e-05,0.00421340480262169,0.00360479103215257,2438,"tags=21%, list=16%, signal=18%","ENSG00000012124/ENSG00000207864/ENSG00000115641/ENSG00000108255/ENSG00000284202/ENSG00000137801/ENSG00000100234/ENSG00000204389/ENSG00000169330/ENSG00000034971/ENSG00000115956/ENSG00000267200/ENSG00000168939/ENSG00000135090/ENSG00000124216/ENSG00000136997/ENSG00000133878/ENSG00000162545/ENSG00000183255/ENSG00000165238/ENSG00000188766/ENSG00000185149/ENSG00000168398/ENSG00000187678/ENSG00000120907/ENSG00000140443/ENSG00000177628/ENSG00000198746/ENSG00000068971/ENSG00000101082/ENSG00000163219/ENSG00000188906/ENSG00000034971/ENSG00000198121/ENSG00000175197/ENSG00000080546/ENSG00000204389/ENSG00000125538/ENSG00000168209/ENSG00000186642/ENSG00000040199/ENSG00000150907/ENSG00000138835/ENSG00000166311/ENSG00000138639/ENSG00000006740/ENSG00000187391/ENSG00000174928/ENSG00000143479/ENSG00000107562/ENSG00000151577/ENSG00000162772/ENSG00000153233/ENSG00000138166/ENSG00000143384/ENSG00000164056/ENSG00000145147/ENSG00000124216/ENSG00000123240/ENSG00000185989/ENSG00000107562/ENSG00000168398/ENSG00000109062/ENSG00000105122/ENSG00000164251/ENSG00000100100/ENSG00000160703/ENSG00000126368/ENSG00000184545/ENSG00000085276/ENSG00000176641/ENSG00000068001/ENSG00000120875/ENSG00000101255/ENSG00000112425/ENSG00000112541/ENSG00000092871/ENSG00000168421/ENSG00000103197/ENSG00000163874/ENSG00000198369/ENSG00000118162/ENSG00000116044/ENSG00000136826/ENSG00000111679/ENSG00000101997/ENSG00000164741/ENSG00000116285/ENSG00000103653/ENSG00000165238/ENSG00000172572/ENSG00000105538/ENSG00000133794","FALSE","FALSE","FALSE","FALSE"
